Zone,Code zone,Produit,Aliments pour animaux (kg/an),Autres utilisations (non alimentaire) (kg/an),Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure (kg/an),Exportations - Quantité (kg/an),Importations - Quantité (kg/an),Nourriture (kg/an),Pertes (kg/an),Production (kg/an),Semences (kg/an),Traitement (kg/an),Variation de stock (kg/an)
Afghanistan,2,Abats Comestible,,,5.0,1.72,0.2,0.77,53000000.0,,,53000000.0,,53000000.0,,,
Afghanistan,2,"Beurre, Ghee",,,23.0,1.17,2.61,0.03,36000000.0,,0.0,36000000.0,,36000000.0,,,
Afghanistan,2,Crème,,,3.0,0.6,0.32,0.04,18000000.0,,18000000.0,18000000.0,,,,,
Afghanistan,2,Graisses Animales Crue,,,12.0,0.49,1.31,0.01,15000000.0,,1000000.0,15000000.0,,14000000.0,,,
Afghanistan,2,Lait - Excl Beurre,123000000.0,,100.0,62.23,5.19,6.12,2083000000.0,0.0,248000000.0,1901000000.0,58000000.0,1835000000.0,,,
Afghanistan,2,Oeufs,,,5.0,1.3,0.36,0.38,47000000.0,,29000000.0,40000000.0,5000000.0,18000000.0,2000000.0,,
Afghanistan,2,Poissons Eau Douce,,0.0,0.0,0.07,0.0,0.02,2000000.0,,0.0,2000000.0,,2000000.0,,,
Afghanistan,2,Viande d'Ovins/Caprins,,,31.0,4.92,2.55,1.91,150000000.0,,,150000000.0,,150000000.0,,,
Afghanistan,2,Viande de Bovins,,,27.0,4.59,2.1,1.89,140000000.0,,6000000.0,140000000.0,,134000000.0,,,
Afghanistan,2,Viande de Volailles,,,9.0,2.45,0.53,0.87,75000000.0,,48000000.0,75000000.0,,26000000.0,,,
Afghanistan,2,"Viande, Autre",,,1.0,0.38,0.06,0.17,12000000.0,,0.0,12000000.0,,12000000.0,,,
Afrique du Sud,202,Abats Comestible,0.0,48000000.0,17.0,4.81,0.53,2.58,302000000.0,10000000.0,71000000.0,254000000.0,,241000000.0,,,
Afrique du Sud,202,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Afrique du Sud,202,"Beurre, Ghee",,,7.0,0.35,0.78,0.01,19000000.0,5000000.0,3000000.0,19000000.0,,20000000.0,,,0.0
Afrique du Sud,202,Cephalopodes,,0.0,0.0,0.12,0.0,0.05,7000000.0,5000000.0,9000000.0,7000000.0,,3000000.0,,,0.0
Afrique du Sud,202,Crustacés,,0.0,0.0,0.42,0.0,0.1,22000000.0,4000000.0,24000000.0,22000000.0,,3000000.0,,,0.0
Afrique du Sud,202,Crème,,,0.0,0.05,0.03,0.0,3000000.0,0.0,0.0,3000000.0,,3000000.0,,,
Afrique du Sud,202,Graisses Animales Crue,,43000000.0,6.0,0.3,0.65,,59000000.0,5000000.0,29000000.0,16000000.0,,33000000.0,,,1000000.0
Afrique du Sud,202,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Afrique du Sud,202,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,,1000000.0,,,0.0
Afrique du Sud,202,Lait - Excl Beurre,123000000.0,,85.0,55.75,5.26,4.55,3093000000.0,697000000.0,292000000.0,2942000000.0,32000000.0,3260000000.0,,0.0,238000000.0
Afrique du Sud,202,"Mollusques, Autres",,0.0,0.0,0.14,0.0,0.01,7000000.0,3000000.0,8000000.0,7000000.0,,2000000.0,,,
Afrique du Sud,202,Oeufs,,,28.0,7.21,1.96,2.26,497000000.0,17000000.0,1000000.0,380000000.0,51000000.0,514000000.0,67000000.0,,0.0
Afrique du Sud,202,Perciform,0.0,0.0,2.0,2.16,0.04,0.43,114000000.0,74000000.0,26000000.0,114000000.0,,162000000.0,,,0.0
Afrique du Sud,202,Plantes Aquatiques,,14000000.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,,15000000.0,,,
Afrique du Sud,202,Poissons Eau Douce,,0.0,0.0,0.19,0.01,0.06,10000000.0,2000000.0,9000000.0,10000000.0,,3000000.0,,,
Afrique du Sud,202,"Poissons Marins, Autres",0.0,0.0,0.0,0.07,0.0,0.02,4000000.0,3000000.0,1000000.0,4000000.0,,6000000.0,,,0.0
Afrique du Sud,202,Poissons Pelagiques,62000000.0,0.0,10.0,3.14,0.51,1.16,228000000.0,150000000.0,140000000.0,166000000.0,,237000000.0,,,0.0
Afrique du Sud,202,Viande d'Ovins/Caprins,,,25.0,4.28,2.1,1.53,226000000.0,1000000.0,13000000.0,226000000.0,,213000000.0,,,
Afrique du Sud,202,Viande de Bovins,,10000000.0,111.0,18.03,8.82,7.23,961000000.0,28000000.0,36000000.0,952000000.0,,953000000.0,,,0.0
Afrique du Sud,202,Viande de Suides,,,42.0,4.16,4.17,1.11,220000000.0,25000000.0,29000000.0,220000000.0,,216000000.0,,,0.0
Afrique du Sud,202,Viande de Volailles,,,151.0,37.57,9.73,14.85,1983000000.0,54000000.0,356000000.0,1983000000.0,,1679000000.0,,,2000000.0
Afrique du Sud,202,"Viande, Autre",2000000.0,,3.0,0.88,0.07,0.44,48000000.0,4000000.0,2000000.0,46000000.0,,50000000.0,,,0.0
Albanie,3,Abats Comestible,,,11.0,3.5,0.4,1.6,11000000.0,0.0,1000000.0,11000000.0,,10000000.0,,,0.0
Albanie,3,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,
Albanie,3,"Beurre, Ghee",,,23.0,1.19,2.65,0.03,4000000.0,0.0,0.0,4000000.0,,4000000.0,,,
Albanie,3,Cephalopodes,,0.0,1.0,0.37,0.01,0.15,1000000.0,1000000.0,2000000.0,1000000.0,,0.0,,,0.0
Albanie,3,Crustacés,,0.0,0.0,0.32,0.0,0.09,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Albanie,3,Crème,,,0.0,0.03,0.02,0.0,0.0,,0.0,0.0,,,,,
Albanie,3,Graisses Animales Crue,,0.0,28.0,1.32,3.11,0.1,5000000.0,0.0,2000000.0,4000000.0,,3000000.0,,,0.0
Albanie,3,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Albanie,3,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Albanie,3,Lait - Excl Beurre,101000000.0,2000000.0,533.0,303.72,31.43,29.96,1153000000.0,0.0,23000000.0,964000000.0,87000000.0,1131000000.0,,0.0,0.0
Albanie,3,"Mollusques, Autres",,0.0,0.0,0.33,0.0,0.02,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,0.0
Albanie,3,Oeufs,,,46.0,12.45,3.28,3.65,47000000.0,1000000.0,0.0,40000000.0,7000000.0,48000000.0,0.0,,
Albanie,3,Perciform,,0.0,1.0,0.98,0.02,0.22,3000000.0,0.0,1000000.0,3000000.0,,2000000.0,,,
Albanie,3,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Albanie,3,Poissons Eau Douce,,0.0,1.0,0.76,0.05,0.22,2000000.0,0.0,0.0,2000000.0,,2000000.0,,,
Albanie,3,"Poissons Marins, Autres",,0.0,1.0,0.67,0.04,0.19,2000000.0,0.0,1000000.0,2000000.0,,1000000.0,,,0.0
Albanie,3,Poissons Pelagiques,0.0,0.0,4.0,1.44,0.18,0.47,5000000.0,8000000.0,12000000.0,5000000.0,,0.0,,,0.0
Albanie,3,Viande d'Ovins/Caprins,,,85.0,15.32,6.72,5.66,49000000.0,0.0,0.0,49000000.0,,49000000.0,,,
Albanie,3,Viande de Bovins,,,101.0,22.5,6.78,9.36,71000000.0,0.0,2000000.0,71000000.0,,70000000.0,,,0.0
Albanie,3,Viande de Suides,,,83.0,10.88,7.9,2.73,35000000.0,0.0,17000000.0,35000000.0,,17000000.0,,,0.0
Albanie,3,Viande de Volailles,,,67.0,13.23,5.12,4.94,42000000.0,0.0,25000000.0,42000000.0,,17000000.0,,,
Albanie,3,"Viande, Autre",,,0.0,0.04,0.01,0.02,0.0,0.0,0.0,0.0,,0.0,,,
Algérie,4,Abats Comestible,,0.0,4.0,1.45,0.18,0.63,57000000.0,0.0,1000000.0,57000000.0,,56000000.0,,,
Algérie,4,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Algérie,4,"Beurre, Ghee",,,11.0,0.5,1.2,0.01,20000000.0,0.0,15000000.0,20000000.0,,5000000.0,,,0.0
Algérie,4,Cephalopodes,,0.0,0.0,0.05,0.0,0.02,2000000.0,1000000.0,1000000.0,2000000.0,,1000000.0,,,
Algérie,4,Crustacés,,0.0,0.0,0.12,0.0,0.03,5000000.0,0.0,3000000.0,5000000.0,,2000000.0,,,
Algérie,4,Graisses Animales Crue,,1000000.0,6.0,0.25,0.66,0.0,10000000.0,0.0,1000000.0,10000000.0,,10000000.0,,,0.0
Algérie,4,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Algérie,4,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Algérie,4,Lait - Excl Beurre,,,227.0,141.53,11.13,13.34,5705000000.0,5000000.0,2581000000.0,5549000000.0,156000000.0,3129000000.0,,,0.0
Algérie,4,"Mollusques, Autres",,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Algérie,4,Oeufs,,,27.0,8.06,1.85,2.3,348000000.0,0.0,0.0,316000000.0,10000000.0,347000000.0,21000000.0,,
Algérie,4,Perciform,,0.0,0.0,0.42,0.01,0.09,17000000.0,0.0,5000000.0,17000000.0,,12000000.0,,,
Algérie,4,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Algérie,4,Poissons Eau Douce,,0.0,1.0,0.34,0.02,0.08,13000000.0,0.0,11000000.0,13000000.0,,2000000.0,,,0.0
Algérie,4,"Poissons Marins, Autres",,0.0,1.0,0.43,0.03,0.12,17000000.0,,0.0,17000000.0,,17000000.0,,,
Algérie,4,Poissons Pelagiques,0.0,0.0,6.0,2.55,0.27,0.87,100000000.0,0.0,27000000.0,100000000.0,,74000000.0,,,0.0
Algérie,4,Viande d'Ovins/Caprins,,,43.0,7.69,3.42,2.81,301000000.0,0.0,3000000.0,301000000.0,,298000000.0,,,
Algérie,4,Viande de Bovins,,,25.0,5.6,1.76,2.25,220000000.0,0.0,80000000.0,220000000.0,,140000000.0,,,0.0
Algérie,4,Viande de Suides,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Algérie,4,Viande de Volailles,,,26.0,7.42,1.75,2.28,291000000.0,0.0,3000000.0,291000000.0,,288000000.0,,,
Algérie,4,"Viande, Autre",,,1.0,0.36,0.08,0.15,14000000.0,0.0,0.0,14000000.0,,14000000.0,,,0.0
Allemagne,79,Abats Comestible,1000000.0,7000000.0,2.0,0.75,0.06,0.37,70000000.0,694000000.0,143000000.0,62000000.0,,605000000.0,,,15000000.0
Allemagne,79,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,,0.0,,,0.0
Allemagne,79,"Beurre, Ghee",,,101.0,5.16,11.46,0.13,425000000.0,142000000.0,142000000.0,427000000.0,,424000000.0,,,
Allemagne,79,Cephalopodes,,0.0,0.0,0.22,0.01,0.09,18000000.0,5000000.0,23000000.0,18000000.0,,0.0,,,
Allemagne,79,Crustacés,1000000.0,0.0,1.0,0.82,0.01,0.24,69000000.0,37000000.0,89000000.0,68000000.0,,17000000.0,,,
Allemagne,79,Crème,,,34.0,6.32,3.34,0.47,545000000.0,181000000.0,176000000.0,523000000.0,22000000.0,550000000.0,,,
Allemagne,79,Graisses Animales Crue,13000000.0,357000000.0,138.0,7.09,15.34,0.0,1011000000.0,721000000.0,317000000.0,587000000.0,,1414000000.0,,54000000.0,0.0
Allemagne,79,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Allemagne,79,Huiles de Poissons,4000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,11000000.0,8000000.0,0.0,,7000000.0,,,0.0
Allemagne,79,Lait - Excl Beurre,2064000000.0,504000000.0,331.0,258.7,16.5,24.58,23999000000.0,15677000000.0,8332000000.0,21401000000.0,30000000.0,31345000000.0,,0.0,0.0
Allemagne,79,"Mollusques, Autres",,0.0,0.0,0.35,0.0,0.03,29000000.0,20000000.0,44000000.0,29000000.0,,5000000.0,,,0.0
Allemagne,79,Oeufs,,,47.0,12.2,3.32,3.82,1093000000.0,152000000.0,464000000.0,1010000000.0,7000000.0,781000000.0,76000000.0,,0.0
Allemagne,79,Perciform,0.0,0.0,20.0,4.09,1.35,1.83,339000000.0,490000000.0,739000000.0,339000000.0,,67000000.0,,,22000000.0
Allemagne,79,Plantes Aquatiques,,1000000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,3000000.0,0.0,,,,,
Allemagne,79,Poissons Eau Douce,,0.0,7.0,4.25,0.26,1.14,352000000.0,127000000.0,446000000.0,352000000.0,,33000000.0,,,0.0
Allemagne,79,"Poissons Marins, Autres",,0.0,1.0,0.36,0.03,0.13,30000000.0,11000000.0,40000000.0,30000000.0,,0.0,,,0.0
Allemagne,79,Poissons Pelagiques,4000000.0,0.0,7.0,2.46,0.37,0.78,208000000.0,1189000000.0,1246000000.0,204000000.0,,133000000.0,,,18000000.0
Allemagne,79,Viande d'Ovins/Caprins,,,5.0,0.73,0.4,0.25,60000000.0,7000000.0,34000000.0,60000000.0,,34000000.0,,,
Allemagne,79,Viande de Bovins,,,39.0,13.16,2.06,4.71,1094000000.0,410000000.0,388000000.0,1089000000.0,5000000.0,1117000000.0,,,0.0
Allemagne,79,Viande de Suides,,,237.0,51.81,19.51,14.26,4286000000.0,2407000000.0,1187000000.0,4286000000.0,,5507000000.0,,,0.0
Allemagne,79,Viande de Volailles,,,65.0,17.75,3.81,7.26,1569000000.0,676000000.0,788000000.0,1469000000.0,,1457000000.0,,100000000.0,0.0
Allemagne,79,"Viande, Autre",,,7.0,2.48,0.16,1.4,207000000.0,19000000.0,101000000.0,205000000.0,,125000000.0,,2000000.0,0.0
Angola,7,Abats Comestible,,,3.0,1.15,0.1,0.56,25000000.0,0.0,0.0,25000000.0,,25000000.0,,,
Angola,7,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Angola,7,"Beurre, Ghee",,,2.0,0.09,0.19,0.0,2000000.0,,1000000.0,2000000.0,,1000000.0,,,
Angola,7,Cephalopodes,,0.0,0.0,0.06,0.0,0.02,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Angola,7,Crustacés,,0.0,0.0,0.04,0.0,0.01,1000000.0,1000000.0,0.0,1000000.0,,1000000.0,,,
Angola,7,Graisses Animales Crue,,0.0,10.0,0.49,1.15,0.01,11000000.0,0.0,3000000.0,11000000.0,,8000000.0,,,0.0
Angola,7,Huiles de Poissons,4000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,1000000.0,0.0,0.0,,4000000.0,,,0.0
Angola,7,Lait - Excl Beurre,2000000.0,,20.0,12.3,1.09,1.05,277000000.0,0.0,90000000.0,264000000.0,11000000.0,187000000.0,,0.0,
Angola,7,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Angola,7,Oeufs,,,4.0,1.11,0.29,0.33,29000000.0,0.0,24000000.0,24000000.0,2000000.0,5000000.0,3000000.0,,
Angola,7,Perciform,,0.0,7.0,6.12,0.13,1.44,131000000.0,0.0,20000000.0,131000000.0,,111000000.0,,,
Angola,7,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Angola,7,Poissons Eau Douce,,0.0,2.0,0.92,0.06,0.27,20000000.0,0.0,0.0,20000000.0,,19000000.0,,,
Angola,7,"Poissons Marins, Autres",14000000.0,0.0,2.0,1.14,0.07,0.33,38000000.0,0.0,1000000.0,24000000.0,,38000000.0,,,
Angola,7,Poissons Pelagiques,38000000.0,0.0,14.0,7.06,0.59,1.94,190000000.0,7000000.0,94000000.0,152000000.0,,103000000.0,,,0.0
Angola,7,Viande d'Ovins/Caprins,,,5.0,1.08,0.32,0.44,23000000.0,0.0,0.0,23000000.0,,23000000.0,,,
Angola,7,Viande de Bovins,,,36.0,8.42,2.37,3.48,181000000.0,0.0,75000000.0,181000000.0,,105000000.0,,,
Angola,7,Viande de Suides,,,89.0,8.89,8.7,2.47,191000000.0,0.0,97000000.0,191000000.0,,94000000.0,,,
Angola,7,Viande de Volailles,,,58.0,17.33,3.66,5.84,372000000.0,0.0,342000000.0,372000000.0,,30000000.0,,,
Angola,7,"Viande, Autre",,,1.0,0.42,0.03,0.21,9000000.0,,,9000000.0,,9000000.0,,,
Antigua-et-Barbuda,8,Abats Comestible,,,8.0,2.74,0.18,1.37,0.0,,0.0,0.0,,0.0,,,
Antigua-et-Barbuda,8,"Beurre, Ghee",,0.0,35.0,1.76,3.93,0.03,0.0,,0.0,0.0,,,,,0.0
Antigua-et-Barbuda,8,Cephalopodes,,0.0,1.0,0.3,0.01,0.12,0.0,0.0,0.0,0.0,,,,,
Antigua-et-Barbuda,8,Crustacés,,0.0,7.0,6.26,0.07,1.44,1000000.0,0.0,0.0,1000000.0,,0.0,,,
Antigua-et-Barbuda,8,Crème,,1000000.0,8.0,1.41,0.76,0.09,1000000.0,,1000000.0,0.0,,,,,
Antigua-et-Barbuda,8,Graisses Animales Crue,,,33.0,1.63,3.68,0.03,0.0,,0.0,0.0,,0.0,,,0.0
Antigua-et-Barbuda,8,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Antigua-et-Barbuda,8,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Antigua-et-Barbuda,8,Lait - Excl Beurre,0.0,4000000.0,224.0,123.74,12.12,12.09,15000000.0,0.0,9000000.0,11000000.0,0.0,6000000.0,,,0.0
Antigua-et-Barbuda,8,"Mollusques, Autres",,0.0,5.0,10.36,0.06,0.69,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Antigua-et-Barbuda,8,Oeufs,,,15.0,4.33,1.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Antigua-et-Barbuda,8,Perciform,,1000000.0,10.0,8.43,0.18,1.99,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Antigua-et-Barbuda,8,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Antigua-et-Barbuda,8,Poissons Eau Douce,,0.0,2.0,0.74,0.07,0.23,0.0,0.0,0.0,0.0,,,,,0.0
Antigua-et-Barbuda,8,"Poissons Marins, Autres",0.0,0.0,33.0,18.02,0.86,5.76,2000000.0,0.0,2000000.0,2000000.0,,0.0,,,0.0
Antigua-et-Barbuda,8,Poissons Pelagiques,0.0,0.0,22.0,9.26,1.14,2.72,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,0.0
Antigua-et-Barbuda,8,Viande d'Ovins/Caprins,,0.0,7.0,1.63,0.52,0.61,0.0,,0.0,0.0,,0.0,,,
Antigua-et-Barbuda,8,Viande de Bovins,,1000000.0,56.0,12.42,3.53,5.66,2000000.0,0.0,1000000.0,1000000.0,,1000000.0,,,0.0
Antigua-et-Barbuda,8,Viande de Suides,,2000000.0,61.0,11.44,5.08,3.35,3000000.0,0.0,3000000.0,1000000.0,,0.0,,,0.0
Antigua-et-Barbuda,8,Viande de Volailles,,1000000.0,251.0,58.82,18.93,19.0,7000000.0,0.0,6000000.0,5000000.0,,0.0,,,0.0
Antigua-et-Barbuda,8,"Viande, Autre",,,3.0,0.74,0.09,0.46,0.0,,0.0,0.0,,,,,
Arabie saoudite,194,Abats Comestible,,,12.0,3.77,0.4,1.8,122000000.0,0.0,15000000.0,109000000.0,13000000.0,107000000.0,,,0.0
Arabie saoudite,194,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,
Arabie saoudite,194,"Beurre, Ghee",,,37.0,1.84,4.18,0.04,53000000.0,5000000.0,52000000.0,53000000.0,,7000000.0,,,
Arabie saoudite,194,Cephalopodes,,0.0,0.0,0.08,0.0,0.03,2000000.0,0.0,1000000.0,2000000.0,,2000000.0,,,
Arabie saoudite,194,Crustacés,,0.0,2.0,1.39,0.02,0.41,40000000.0,5000000.0,14000000.0,40000000.0,,31000000.0,,,0.0
Arabie saoudite,194,Crème,,,13.0,2.39,1.27,0.18,69000000.0,0.0,0.0,69000000.0,,69000000.0,,,
Arabie saoudite,194,Graisses Animales Crue,,6000000.0,14.0,0.61,1.52,0.01,24000000.0,0.0,10000000.0,17000000.0,,14000000.0,,,0.0
Arabie saoudite,194,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Arabie saoudite,194,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Arabie saoudite,194,Lait - Excl Beurre,,0.0,140.0,83.65,7.35,9.56,2114000000.0,1943000000.0,2134000000.0,2411000000.0,117000000.0,1923000000.0,,,0.0
Arabie saoudite,194,"Mollusques, Autres",,0.0,0.0,0.02,0.0,0.0,1000000.0,0.0,1000000.0,1000000.0,,,,,0.0
Arabie saoudite,194,Oeufs,,,21.0,5.37,1.5,1.57,208000000.0,49000000.0,18000000.0,155000000.0,12000000.0,239000000.0,39000000.0,,
Arabie saoudite,194,Perciform,,0.0,2.0,1.36,0.03,0.3,39000000.0,11000000.0,15000000.0,39000000.0,,35000000.0,,,
Arabie saoudite,194,Plantes Aquatiques,,7000000.0,0.0,0.0,0.0,0.0,7000000.0,0.0,7000000.0,0.0,,,,,
Arabie saoudite,194,Poissons Eau Douce,,0.0,8.0,4.69,0.27,1.2,135000000.0,4000000.0,135000000.0,135000000.0,,4000000.0,,,
Arabie saoudite,194,"Poissons Marins, Autres",0.0,0.0,1.0,0.72,0.04,0.2,21000000.0,1000000.0,20000000.0,21000000.0,,1000000.0,,,
Arabie saoudite,194,Poissons Pelagiques,75000000.0,0.0,13.0,5.22,0.65,1.6,225000000.0,9000000.0,209000000.0,150000000.0,,24000000.0,,,
Arabie saoudite,194,Viande d'Ovins/Caprins,,,43.0,6.54,3.63,2.5,189000000.0,1000000.0,51000000.0,189000000.0,,138000000.0,,,
Arabie saoudite,194,Viande de Bovins,,,32.0,6.45,2.41,2.49,185000000.0,27000000.0,154000000.0,186000000.0,,50000000.0,,,9000000.0
Arabie saoudite,194,Viande de Suides,,,,,,,0.0,0.0,,,,,,,
Arabie saoudite,194,Viande de Volailles,,,173.0,49.05,10.93,17.43,1414000000.0,34000000.0,879000000.0,1414000000.0,,569000000.0,,,
Arabie saoudite,194,"Viande, Autre",,,8.0,1.71,0.62,0.6,49000000.0,0.0,0.0,49000000.0,,49000000.0,,,0.0
Argentine,9,Abats Comestible,,134000000.0,16.0,5.56,0.42,2.78,364000000.0,83000000.0,0.0,230000000.0,,447000000.0,,,0.0
Argentine,9,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,
Argentine,9,"Beurre, Ghee",,,18.0,0.92,2.06,0.02,38000000.0,18000000.0,1000000.0,38000000.0,,55000000.0,,,
Argentine,9,Cephalopodes,,0.0,3.0,1.51,0.03,0.59,63000000.0,130000000.0,1000000.0,63000000.0,,192000000.0,,,0.0
Argentine,9,Crustacés,,0.0,0.0,0.32,0.0,0.08,13000000.0,94000000.0,2000000.0,13000000.0,,105000000.0,,,0.0
Argentine,9,Crème,,,1.0,0.1,0.05,0.01,4000000.0,0.0,0.0,4000000.0,,4000000.0,,,
Argentine,9,Graisses Animales Crue,,24000000.0,39.0,1.96,4.29,0.0,105000000.0,181000000.0,10000000.0,81000000.0,,277000000.0,,,0.0
Argentine,9,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Argentine,9,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,,1000000.0,,,
Argentine,9,Lait - Excl Beurre,273000000.0,74000000.0,256.0,195.08,16.81,14.94,8481000000.0,2782000000.0,79000000.0,8085000000.0,49000000.0,11184000000.0,,,0.0
Argentine,9,"Mollusques, Autres",,0.0,0.0,0.86,0.01,0.06,36000000.0,18000000.0,11000000.0,36000000.0,,42000000.0,,,
Argentine,9,Oeufs,,,41.0,11.39,2.7,3.1,552000000.0,9000000.0,1000000.0,472000000.0,28000000.0,560000000.0,52000000.0,,
Argentine,9,Perciform,0.0,0.0,3.0,2.63,0.06,0.59,109000000.0,369000000.0,1000000.0,109000000.0,,477000000.0,0.0,,0.0
Argentine,9,Plantes Aquatiques,,1000000.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,,0.0,,,
Argentine,9,Poissons Eau Douce,0.0,0.0,0.0,0.21,0.01,0.06,9000000.0,16000000.0,9000000.0,9000000.0,,16000000.0,,,
Argentine,9,"Poissons Marins, Autres",,0.0,0.0,0.01,0.0,0.0,0.0,,,0.0,,0.0,,,
Argentine,9,Poissons Pelagiques,8000000.0,0.0,6.0,1.51,0.27,0.77,71000000.0,15000000.0,45000000.0,63000000.0,,42000000.0,0.0,,0.0
Argentine,9,Viande d'Ovins/Caprins,,,9.0,1.56,0.77,0.56,65000000.0,2000000.0,0.0,65000000.0,,66000000.0,,,
Argentine,9,Viande de Bovins,,,346.0,55.48,23.73,27.27,2589000000.0,233000000.0,0.0,2300000000.0,289000000.0,2822000000.0,,,
Argentine,9,Viande de Suides,,,80.0,10.51,7.34,3.2,435000000.0,1000000.0,21000000.0,435000000.0,,416000000.0,,,
Argentine,9,Viande de Volailles,,,166.0,38.66,12.67,12.38,1602000000.0,368000000.0,4000000.0,1602000000.0,,1967000000.0,,,
Argentine,9,"Viande, Autre",,,3.0,1.04,0.09,0.52,52000000.0,20000000.0,1000000.0,43000000.0,9000000.0,70000000.0,,,0.0
Arménie,1,Abats Comestible,,3000000.0,14.0,4.59,0.39,2.25,17000000.0,0.0,2000000.0,14000000.0,0.0,15000000.0,,,
Arménie,1,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Arménie,1,"Beurre, Ghee",,,35.0,1.76,3.9,0.04,5000000.0,0.0,5000000.0,5000000.0,,1000000.0,,,
Arménie,1,Cephalopodes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Arménie,1,Crustacés,,0.0,0.0,0.02,0.0,0.0,0.0,5000000.0,0.0,0.0,,5000000.0,,,
Arménie,1,Crème,,,0.0,0.01,0.01,0.0,0.0,,0.0,0.0,,,,,
Arménie,1,Graisses Animales Crue,,0.0,78.0,3.83,8.63,0.22,11000000.0,,8000000.0,11000000.0,0.0,3000000.0,,,0.0
Arménie,1,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Arménie,1,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
