Zone,Code zone,Produit,Aliments pour animaux (kg/an),Autres utilisations (non alimentaire) (kg/an),Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure (kg/an),Exportations - Quantité (kg/an),Importations - Quantité (kg/an),Nourriture (kg/an),Pertes (kg/an),Production (kg/an),Semences (kg/an),Traitement (kg/an),Variation de stock (kg/an)
Liban,121,Crustacés,,0.0,1.0,1.27,0.01,0.28,6000000.0,0.0,6000000.0,6000000.0,,0.0,,,
Liban,121,Crème,,,3.0,0.65,0.35,0.05,3000000.0,0.0,2000000.0,3000000.0,,1000000.0,,,
Liban,121,Graisses Animales Crue,,0.0,10.0,0.44,1.1,0.02,2000000.0,1000000.0,2000000.0,2000000.0,,2000000.0,,,0.0
Liban,121,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Liban,121,Lait - Excl Beurre,,219000000.0,168.0,114.52,10.4,10.08,791000000.0,7000000.0,410000000.0,552000000.0,20000000.0,389000000.0,,0.0,0.0
Liban,121,"Mollusques, Autres",,0.0,0.0,0.35,0.0,0.02,2000000.0,0.0,2000000.0,2000000.0,,,,,
Liban,121,Oeufs,,0.0,14.0,3.7,1.03,1.08,24000000.0,0.0,0.0,18000000.0,2000000.0,24000000.0,4000000.0,,
Liban,121,Perciform,,0.0,1.0,0.48,0.01,0.1,2000000.0,0.0,1000000.0,2000000.0,,1000000.0,,,
Liban,121,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Liban,121,Poissons Eau Douce,,0.0,1.0,0.66,0.04,0.19,3000000.0,0.0,2000000.0,3000000.0,,2000000.0,,,
Liban,121,"Poissons Marins, Autres",,0.0,8.0,4.87,0.27,1.26,23000000.0,0.0,24000000.0,23000000.0,,0.0,,,
Liban,121,Poissons Pelagiques,6000000.0,0.0,7.0,2.88,0.39,0.85,20000000.0,1000000.0,18000000.0,14000000.0,,2000000.0,,,
Liban,121,Viande d'Ovins/Caprins,,0.0,15.0,2.33,1.2,0.91,12000000.0,0.0,0.0,11000000.0,,11000000.0,,,0.0
Liban,121,Viande de Bovins,,5000000.0,87.0,15.22,6.75,6.03,78000000.0,3000000.0,34000000.0,73000000.0,,48000000.0,,,0.0
Liban,121,Viande de Suides,,1000000.0,11.0,1.7,0.99,0.42,8000000.0,2000000.0,9000000.0,8000000.0,,1000000.0,,,0.0
Liban,121,Viande de Volailles,,0.0,71.0,20.37,4.41,7.26,98000000.0,6000000.0,17000000.0,98000000.0,,88000000.0,,,0.0
Liban,121,"Viande, Autre",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Libéria,123,Abats Comestible,,,3.0,0.88,0.07,0.44,4000000.0,,3000000.0,4000000.0,,1000000.0,,,
Libéria,123,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,
Libéria,123,"Beurre, Ghee",,,0.0,0.01,0.02,0.0,0.0,,0.0,0.0,,,,,
Libéria,123,Cephalopodes,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Libéria,123,Crustacés,,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,,0.0,,,0.0
Libéria,123,Graisses Animales Crue,,0.0,4.0,0.19,0.42,0.02,1000000.0,,0.0,1000000.0,,1000000.0,,,
Libéria,123,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Libéria,123,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Libéria,123,Lait - Excl Beurre,,,6.0,3.04,0.25,0.28,13000000.0,0.0,12000000.0,13000000.0,0.0,1000000.0,,,
Libéria,123,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Libéria,123,Oeufs,,,7.0,2.05,0.48,0.59,11000000.0,,6000000.0,9000000.0,1000000.0,5000000.0,1000000.0,,
Libéria,123,Perciform,,0.0,1.0,0.85,0.02,0.16,4000000.0,0.0,0.0,4000000.0,,4000000.0,,,
Libéria,123,Poissons Eau Douce,,0.0,1.0,0.54,0.04,0.16,2000000.0,,0.0,2000000.0,,2000000.0,,,
Libéria,123,"Poissons Marins, Autres",0.0,0.0,2.0,1.09,0.06,0.28,5000000.0,0.0,4000000.0,5000000.0,,1000000.0,,,
Libéria,123,Poissons Pelagiques,,0.0,4.0,1.65,0.16,0.51,7000000.0,0.0,4000000.0,7000000.0,,3000000.0,,,
Libéria,123,Viande d'Ovins/Caprins,,,2.0,0.48,0.15,0.18,2000000.0,,0.0,2000000.0,,2000000.0,,,
Libéria,123,Viande de Bovins,,,3.0,0.78,0.16,0.28,3000000.0,0.0,2000000.0,3000000.0,,1000000.0,,,
Libéria,123,Viande de Suides,,,32.0,4.01,2.97,1.15,17000000.0,,7000000.0,17000000.0,,10000000.0,,,
Libéria,123,Viande de Volailles,,,30.0,8.91,1.92,2.99,38000000.0,,25000000.0,38000000.0,,13000000.0,,,
Libéria,123,"Viande, Autre",,,6.0,2.12,0.16,1.09,9000000.0,,1000000.0,9000000.0,,8000000.0,,,
Lituanie,126,Abats Comestible,,2000000.0,11.0,3.55,0.3,1.85,13000000.0,14000000.0,9000000.0,11000000.0,,18000000.0,,,0.0
Lituanie,126,Animaux Aquatiques Autre,,0.0,0.0,0.24,0.01,0.03,1000000.0,0.0,1000000.0,1000000.0,,,,,0.0
Lituanie,126,"Beurre, Ghee",,,50.0,2.51,5.63,0.06,8000000.0,6000000.0,2000000.0,8000000.0,,11000000.0,,,0.0
Lituanie,126,Cephalopodes,,0.0,0.0,0.09,0.0,0.04,0.0,0.0,0.0,0.0,,0.0,,,
Lituanie,126,Crustacés,,0.0,1.0,0.62,0.01,0.22,2000000.0,1000000.0,2000000.0,2000000.0,,1000000.0,,,0.0
Lituanie,126,Crème,,,28.0,5.15,2.73,0.38,16000000.0,46000000.0,1000000.0,16000000.0,,61000000.0,,,
Lituanie,126,Graisses Animales Crue,,20000000.0,68.0,3.46,7.61,0.03,30000000.0,14000000.0,18000000.0,10000000.0,,26000000.0,,0.0,0.0
Lituanie,126,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Lituanie,126,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Lituanie,126,Lait - Excl Beurre,483000000.0,,289.0,295.46,10.83,26.91,1395000000.0,1068000000.0,622000000.0,891000000.0,21000000.0,1723000000.0,,0.0,118000000.0
Lituanie,126,"Mollusques, Autres",,0.0,0.0,0.52,0.0,0.03,2000000.0,0.0,2000000.0,2000000.0,,0.0,,,0.0
Lituanie,126,Oeufs,0.0,0.0,51.0,13.11,3.62,3.86,44000000.0,13000000.0,9000000.0,40000000.0,0.0,48000000.0,4000000.0,,0.0
Lituanie,126,Perciform,,0.0,11.0,6.33,0.28,1.85,19000000.0,34000000.0,38000000.0,19000000.0,,9000000.0,,,6000000.0
Lituanie,126,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Lituanie,126,Poissons Eau Douce,,0.0,8.0,4.36,0.28,1.19,13000000.0,34000000.0,43000000.0,13000000.0,,5000000.0,,,
Lituanie,126,"Poissons Marins, Autres",0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Lituanie,126,Poissons Pelagiques,8000000.0,30000000.0,94.0,31.69,4.03,13.39,134000000.0,86000000.0,79000000.0,96000000.0,,139000000.0,,,2000000.0
Lituanie,126,Viande d'Ovins/Caprins,,,1.0,0.24,0.12,0.09,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Lituanie,126,Viande de Bovins,,,15.0,4.49,0.86,1.72,14000000.0,27000000.0,3000000.0,14000000.0,0.0,38000000.0,,,0.0
Lituanie,126,Viande de Suides,,0.0,263.0,45.67,21.83,15.39,141000000.0,31000000.0,86000000.0,138000000.0,3000000.0,87000000.0,,,0.0
Lituanie,126,Viande de Volailles,,,91.0,26.84,5.7,9.27,81000000.0,44000000.0,33000000.0,81000000.0,,93000000.0,,1000000.0,
Lituanie,126,"Viande, Autre",,,1.0,0.41,0.04,0.18,1000000.0,1000000.0,0.0,1000000.0,,1000000.0,,,1000000.0
Luxembourg,256,Abats Comestible,,,13.0,4.06,0.35,1.99,2000000.0,1000000.0,1000000.0,2000000.0,,2000000.0,,,0.0
Luxembourg,256,Animaux Aquatiques Autre,,0.0,0.0,0.14,0.01,0.02,0.0,0.0,0.0,0.0,,,,,
Luxembourg,256,"Beurre, Ghee",,,40.0,2.01,4.47,0.05,1000000.0,2000000.0,3000000.0,1000000.0,,0.0,,,0.0
Luxembourg,256,Cephalopodes,,0.0,2.0,0.9,0.02,0.35,0.0,0.0,0.0,0.0,,,,,
Luxembourg,256,Crustacés,,0.0,6.0,5.38,0.06,1.23,3000000.0,0.0,3000000.0,3000000.0,,,,,0.0
Luxembourg,256,Crème,,,16.0,2.93,1.55,0.22,2000000.0,5000000.0,2000000.0,2000000.0,,4000000.0,,,
Luxembourg,256,Graisses Animales Crue,,2000000.0,47.0,2.36,5.23,0.04,4000000.0,0.0,2000000.0,1000000.0,,2000000.0,,,0.0
Luxembourg,256,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Luxembourg,256,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Luxembourg,256,Lait - Excl Beurre,21000000.0,2000000.0,369.0,255.3,20.57,23.87,158000000.0,566000000.0,426000000.0,135000000.0,,299000000.0,,,0.0
Luxembourg,256,"Mollusques, Autres",,0.0,3.0,4.43,0.04,0.38,2000000.0,0.0,2000000.0,2000000.0,,,,,
Luxembourg,256,Oeufs,,,55.0,14.64,3.91,4.25,8000000.0,1000000.0,7000000.0,8000000.0,,2000000.0,0.0,,0.0
Luxembourg,256,Perciform,,0.0,13.0,8.46,0.49,2.07,4000000.0,0.0,5000000.0,4000000.0,,,,,
Luxembourg,256,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Luxembourg,256,Poissons Eau Douce,,0.0,13.0,7.43,0.5,1.98,4000000.0,1000000.0,5000000.0,4000000.0,,,,,0.0
Luxembourg,256,"Poissons Marins, Autres",,0.0,5.0,2.52,0.19,0.82,1000000.0,0.0,2000000.0,1000000.0,,,,,
Luxembourg,256,Poissons Pelagiques,0.0,0.0,13.0,4.68,0.66,1.56,2000000.0,0.0,3000000.0,2000000.0,,,,,0.0
Luxembourg,256,Viande d'Ovins/Caprins,,,12.0,1.67,0.99,0.62,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Luxembourg,256,Viande de Bovins,,,157.0,29.88,11.69,12.02,16000000.0,2000000.0,10000000.0,16000000.0,,8000000.0,,,0.0
Luxembourg,256,Viande de Suides,,,328.0,43.58,30.6,12.05,23000000.0,5000000.0,17000000.0,23000000.0,,11000000.0,,,
Luxembourg,256,Viande de Volailles,,,75.0,21.37,4.67,7.65,11000000.0,1000000.0,10000000.0,11000000.0,,2000000.0,,,
Luxembourg,256,"Viande, Autre",,,7.0,2.02,0.3,0.95,1000000.0,2000000.0,3000000.0,1000000.0,,0.0,,,
Macédoine du Nord,154,Abats Comestible,,,15.0,4.21,0.41,2.0,9000000.0,0.0,7000000.0,9000000.0,,2000000.0,,,
Macédoine du Nord,154,Animaux Aquatiques Autre,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Macédoine du Nord,154,"Beurre, Ghee",,,61.0,3.1,6.9,0.08,7000000.0,0.0,1000000.0,7000000.0,,6000000.0,,,
Macédoine du Nord,154,Cephalopodes,,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,,,,,
Macédoine du Nord,154,Crustacés,,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,,,,,
Macédoine du Nord,154,Crème,,,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Macédoine du Nord,154,Graisses Animales Crue,,1000000.0,66.0,3.35,7.36,0.01,8000000.0,0.0,3000000.0,7000000.0,,5000000.0,,0.0,
Macédoine du Nord,154,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,
Macédoine du Nord,154,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Macédoine du Nord,154,Lait - Excl Beurre,94000000.0,1000000.0,204.0,157.93,9.68,13.99,485000000.0,13000000.0,69000000.0,333000000.0,58000000.0,429000000.0,,,0.0
Macédoine du Nord,154,"Mollusques, Autres",,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Macédoine du Nord,154,Oeufs,,,24.0,6.38,1.71,1.86,14000000.0,0.0,2000000.0,13000000.0,,12000000.0,0.0,,
Macédoine du Nord,154,Perciform,,0.0,2.0,1.79,0.04,0.34,4000000.0,0.0,4000000.0,4000000.0,,,,,
Macédoine du Nord,154,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Macédoine du Nord,154,Poissons Eau Douce,,0.0,2.0,1.11,0.07,0.32,2000000.0,0.0,1000000.0,2000000.0,,2000000.0,,,
Macédoine du Nord,154,"Poissons Marins, Autres",1000000.0,0.0,1.0,0.28,0.02,0.08,1000000.0,0.0,1000000.0,1000000.0,,,,,0.0
Macédoine du Nord,154,Poissons Pelagiques,,0.0,6.0,2.29,0.31,0.68,5000000.0,0.0,5000000.0,5000000.0,,,,,0.0
Macédoine du Nord,154,Viande d'Ovins/Caprins,,,7.0,0.94,0.59,0.35,2000000.0,3000000.0,0.0,2000000.0,,5000000.0,,,
Macédoine du Nord,154,Viande de Bovins,,,42.0,7.69,3.16,3.13,16000000.0,0.0,11000000.0,16000000.0,,5000000.0,,,
Macédoine du Nord,154,Viande de Suides,,,56.0,10.35,4.96,2.67,22000000.0,8000000.0,21000000.0,22000000.0,,9000000.0,,,
Macédoine du Nord,154,Viande de Volailles,,,62.0,18.77,3.86,6.48,40000000.0,0.0,38000000.0,40000000.0,,2000000.0,,,
Macédoine du Nord,154,"Viande, Autre",,,2.0,0.4,0.07,0.24,1000000.0,0.0,1000000.0,1000000.0,,,,,
Madagascar,129,Abats Comestible,,,6.0,1.9,0.15,0.94,44000000.0,0.0,0.0,44000000.0,,43000000.0,,,
Madagascar,129,Animaux Aquatiques Autre,,0.0,0.0,0.04,0.0,0.0,1000000.0,0.0,,1000000.0,,1000000.0,,,0.0
Madagascar,129,"Beurre, Ghee",,,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,,,,,
Madagascar,129,Cephalopodes,,0.0,0.0,0.02,0.0,0.01,0.0,1000000.0,0.0,0.0,,2000000.0,,,0.0
Madagascar,129,Crustacés,,0.0,0.0,0.13,0.0,0.04,3000000.0,11000000.0,0.0,3000000.0,,14000000.0,,,0.0
Madagascar,129,Crème,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Madagascar,129,Graisses Animales Crue,,2000000.0,9.0,0.42,1.0,0.03,12000000.0,0.0,2000000.0,10000000.0,,10000000.0,,,0.0
Madagascar,129,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Madagascar,129,Huiles de Poissons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Madagascar,129,Lait - Excl Beurre,,0.0,43.0,24.84,2.32,2.11,598000000.0,0.0,24000000.0,569000000.0,29000000.0,575000000.0,,0.0,
Madagascar,129,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Madagascar,129,Oeufs,,,3.0,0.71,0.17,0.21,22000000.0,0.0,0.0,16000000.0,1000000.0,21000000.0,4000000.0,,
Madagascar,129,Perciform,,0.0,0.0,0.24,0.01,0.06,6000000.0,0.0,0.0,6000000.0,,6000000.0,,,
Madagascar,129,Plantes Aquatiques,,2000000.0,0.0,0.0,0.0,0.0,2000000.0,1000000.0,0.0,0.0,,3000000.0,,,
Madagascar,129,Poissons Eau Douce,,0.0,3.0,1.49,0.1,0.45,34000000.0,0.0,0.0,34000000.0,,34000000.0,,,
Madagascar,129,"Poissons Marins, Autres",9000000.0,0.0,3.0,1.32,0.12,0.43,39000000.0,21000000.0,0.0,30000000.0,,60000000.0,,,
Madagascar,129,Poissons Pelagiques,11000000.0,0.0,3.0,1.36,0.13,0.43,43000000.0,0.0,34000000.0,31000000.0,,9000000.0,,,0.0
Madagascar,129,Viande d'Ovins/Caprins,,,3.0,0.57,0.18,0.23,13000000.0,0.0,0.0,13000000.0,,13000000.0,,,
Madagascar,129,Viande de Bovins,,,37.0,7.51,2.63,3.05,172000000.0,0.0,0.0,172000000.0,,172000000.0,,0.0,
Madagascar,129,Viande de Suides,,,22.0,2.56,2.04,0.81,59000000.0,0.0,0.0,59000000.0,,58000000.0,,0.0,0.0
Madagascar,129,Viande de Volailles,,,16.0,3.14,1.23,1.06,72000000.0,0.0,0.0,72000000.0,,72000000.0,,,
Madagascar,129,"Viande, Autre",,,1.0,0.35,0.03,0.17,8000000.0,0.0,0.0,8000000.0,,8000000.0,,,
Malaisie,131,Abats Comestible,6000000.0,,13.0,4.03,0.4,2.0,126000000.0,1000000.0,22000000.0,120000000.0,,104000000.0,,,
Malaisie,131,Animaux Aquatiques Autre,,0.0,0.0,0.27,0.0,0.03,8000000.0,8000000.0,3000000.0,8000000.0,,12000000.0,,,0.0
Malaisie,131,"Beurre, Ghee",,0.0,7.0,0.32,0.79,0.01,10000000.0,5000000.0,15000000.0,10000000.0,,,,,
Malaisie,131,Cephalopodes,,0.0,5.0,2.52,0.06,0.97,75000000.0,32000000.0,29000000.0,75000000.0,,79000000.0,,,0.0
Malaisie,131,Crustacés,,0.0,8.0,5.56,0.08,1.57,165000000.0,81000000.0,64000000.0,165000000.0,,174000000.0,,,8000000.0
Malaisie,131,Crème,,,0.0,0.02,0.01,0.0,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Malaisie,131,Graisses Animales Crue,,2000000.0,14.0,0.69,1.47,0.08,22000000.0,0.0,2000000.0,21000000.0,,20000000.0,,0.0,0.0
Malaisie,131,Huiles de Foie de Poisso,,0.0,2.0,0.07,0.2,0.0,2000000.0,0.0,2000000.0,2000000.0,,0.0,,,0.0
Malaisie,131,Huiles de Poissons,4000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,1000000.0,5000000.0,0.0,,0.0,,,0.0
Malaisie,131,Lait - Excl Beurre,110000000.0,95000000.0,56.0,25.28,1.79,1.9,962000000.0,605000000.0,1484000000.0,751000000.0,5000000.0,83000000.0,,,0.0
Malaisie,131,"Mollusques, Autres",,0.0,1.0,1.45,0.01,0.1,43000000.0,26000000.0,22000000.0,43000000.0,,47000000.0,,,0.0
Malaisie,131,Oeufs,,0.0,66.0,16.57,4.65,5.22,604000000.0,95000000.0,1000000.0,492000000.0,27000000.0,699000000.0,84000000.0,,0.0
Malaisie,131,Perciform,,0.0,18.0,12.1,0.62,2.96,360000000.0,4000000.0,42000000.0,360000000.0,,322000000.0,,,0.0
Malaisie,131,Plantes Aquatiques,,270000000.0,0.0,0.0,0.0,0.0,270000000.0,1000000.0,2000000.0,0.0,,269000000.0,,,
Malaisie,131,Poissons Eau Douce,,0.0,13.0,7.34,0.49,2.12,218000000.0,11000000.0,46000000.0,218000000.0,,183000000.0,,,0.0
Malaisie,131,"Poissons Marins, Autres",0.0,35000000.0,19.0,10.93,0.64,3.02,360000000.0,51000000.0,82000000.0,325000000.0,,330000000.0,,,0.0
Malaisie,131,Poissons Pelagiques,214000000.0,0.0,48.0,19.06,2.02,6.88,781000000.0,166000000.0,344000000.0,566000000.0,,603000000.0,,,0.0
Malaisie,131,Viande d'Ovins/Caprins,,,6.0,0.94,0.53,0.32,28000000.0,0.0,26000000.0,28000000.0,,2000000.0,,,
Malaisie,131,Viande de Bovins,,,24.0,6.52,1.41,2.6,194000000.0,11000000.0,174000000.0,194000000.0,,31000000.0,,0.0,0.0
Malaisie,131,Viande de Suides,,0.0,74.0,7.76,7.04,2.32,226000000.0,13000000.0,22000000.0,231000000.0,,217000000.0,,,0.0
Malaisie,131,Viande de Volailles,,258000000.0,162.0,41.01,11.64,13.29,1477000000.0,29000000.0,47000000.0,1219000000.0,,1458000000.0,,,
Malaisie,131,"Viande, Autre",,,0.0,0.02,0.0,0.01,0.0,1000000.0,1000000.0,1000000.0,,0.0,,,0.0
Malawi,130,Abats Comestible,,,4.0,1.43,0.15,0.67,23000000.0,,0.0,23000000.0,,23000000.0,,,
Malawi,130,"Beurre, Ghee",,,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,,,,,
Malawi,130,Cephalopodes,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Malawi,130,Crustacés,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
Malawi,130,Crème,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Malawi,130,Graisses Animales Crue,,0.0,18.0,0.87,1.91,0.1,14000000.0,0.0,0.0,14000000.0,,14000000.0,,,0.0
Malawi,130,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Malawi,130,Huiles de Poissons,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Malawi,130,Lait - Excl Beurre,,0.0,13.0,7.98,0.71,0.69,132000000.0,5000000.0,28000000.0,131000000.0,5000000.0,109000000.0,,,
Malawi,130,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Malawi,130,Oeufs,,,4.0,1.08,0.25,0.31,22000000.0,1000000.0,0.0,18000000.0,2000000.0,23000000.0,2000000.0,,
Malawi,130,Perciform,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Malawi,130,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Malawi,130,Poissons Eau Douce,,0.0,13.0,7.09,0.48,2.09,116000000.0,0.0,0.0,116000000.0,,116000000.0,,,
Malawi,130,"Poissons Marins, Autres",,0.0,0.0,0.22,0.01,0.08,4000000.0,0.0,4000000.0,4000000.0,,,,,
Malawi,130,Poissons Pelagiques,1000000.0,0.0,0.0,0.02,0.0,0.01,1000000.0,0.0,1000000.0,0.0,,,,,0.0
Malawi,130,Viande d'Ovins/Caprins,,,9.0,2.07,0.56,0.87,34000000.0,,0.0,34000000.0,,34000000.0,,,
Malawi,130,Viande de Bovins,,,12.0,2.35,0.91,0.94,38000000.0,0.0,0.0,38000000.0,,38000000.0,,,
Malawi,130,Viande de Suides,,,61.0,5.45,5.97,1.57,89000000.0,0.0,0.0,89000000.0,,89000000.0,,,
Malawi,130,Viande de Volailles,,,5.0,1.38,0.29,0.46,23000000.0,1000000.0,0.0,23000000.0,,23000000.0,,,
Malawi,130,"Viande, Autre",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Maldives,132,Abats Comestible,,,0.0,0.02,,0.01,0.0,,0.0,0.0,,,,,
Maldives,132,Animaux Aquatiques Autre,,0.0,0.0,0.1,0.0,0.01,0.0,1000000.0,0.0,0.0,,1000000.0,,,
Maldives,132,"Beurre, Ghee",,0.0,41.0,2.06,4.66,0.05,1000000.0,,1000000.0,1000000.0,,,,,0.0
Maldives,132,Cephalopodes,,0.0,2.0,0.75,0.02,0.31,0.0,,0.0,0.0,,,,,
Maldives,132,Crustacés,,0.0,5.0,3.22,0.04,0.95,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,
Maldives,132,Crème,,,1.0,0.23,0.12,,0.0,,0.0,0.0,,,,,
Maldives,132,Graisses Animales Crue,,,1.0,0.03,0.08,,0.0,,0.0,0.0,,,,,
Maldives,132,Huiles de Foie de Poisso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
Maldives,132,Lait - Excl Beurre,,3000000.0,203.0,111.47,7.94,9.86,42000000.0,,42000000.0,38000000.0,,,,,0.0
Maldives,132,"Mollusques, Autres",,0.0,1.0,1.2,0.01,0.08,0.0,0.0,0.0,0.0,,0.0,,,
Maldives,132,Oeufs,,2000000.0,41.0,10.79,2.9,3.16,6000000.0,,6000000.0,4000000.0,,,,,
Maldives,132,Perciform,,0.0,0.0,0.3,0.01,0.07,0.0,0.0,0.0,0.0,,1000000.0,,,
Maldives,132,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Maldives,132,Poissons Eau Douce,,0.0,1.0,0.73,0.05,0.2,0.0,,0.0,0.0,,,,,
Maldives,132,"Poissons Marins, Autres",,0.0,27.0,15.34,0.93,4.33,5000000.0,0.0,0.0,5000000.0,,5000000.0,,,
Maldives,132,Poissons Pelagiques,,16000000.0,376.0,163.34,15.76,54.97,72000000.0,53000000.0,2000000.0,56000000.0,,124000000.0,,,0.0
Maldives,132,Viande d'Ovins/Caprins,,,5.0,0.7,0.43,0.26,0.0,,0.0,0.0,,,,,
Maldives,132,Viande de Bovins,,2000000.0,35.0,9.44,2.03,3.85,5000000.0,,5000000.0,3000000.0,,,,,
Maldives,132,Viande de Suides,,,10.0,1.22,0.95,0.34,0.0,,0.0,0.0,,,,,
Maldives,132,Viande de Volailles,,4000000.0,62.0,18.47,3.94,6.3,10000000.0,,10000000.0,6000000.0,,,,,0.0
Maldives,132,"Viande, Autre",,0.0,9.0,2.58,0.39,1.22,1000000.0,,0.0,1000000.0,,1000000.0,,,
Mali,133,Abats Comestible,,,11.0,3.57,0.39,1.62,55000000.0,0.0,0.0,55000000.0,,55000000.0,,,
Mali,133,"Beurre, Ghee",,,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Mali,133,Cephalopodes,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Mali,133,Crustacés,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Mali,133,Crème,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Mali,133,Graisses Animales Crue,,10000000.0,23.0,1.04,2.52,0.03,26000000.0,0.0,18000000.0,16000000.0,,9000000.0,,,
Mali,133,Lait - Excl Beurre,,0.0,211.0,98.68,12.26,9.81,1540000000.0,1000000.0,61000000.0,1510000000.0,30000000.0,1480000000.0,,,0.0
Mali,133,"Mollusques, Autres",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Mali,133,Oeufs,,,3.0,0.91,0.21,0.26,24000000.0,,0.0,14000000.0,6000000.0,24000000.0,4000000.0,,
Mali,133,Perciform,,0.0,0.0,0.09,0.0,0.02,1000000.0,,1000000.0,1000000.0,,,,,
Mali,133,Plantes Aquatiques,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Mali,133,Poissons Eau Douce,7000000.0,0.0,10.0,6.14,0.36,1.57,101000000.0,1000000.0,0.0,94000000.0,,102000000.0,,,
Mali,133,"Poissons Marins, Autres",,0.0,2.0,1.2,0.07,0.34,18000000.0,1000000.0,19000000.0,18000000.0,,,,,
