Zone,Code zone,Produit,Aliments pour animaux (kg/an),Autres utilisations (non alimentaire) (kg/an),Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure (kg/an),Exportations - Quantité (kg/an),Importations - Quantité (kg/an),Nourriture (kg/an),Pertes (kg/an),Production (kg/an),Semences (kg/an),Traitement (kg/an),Variation de stock (kg/an)
"Chine, Taiwan Province de",214,Piments,,,1.0,0.14,0.07,0.05,3000000.0,0.0,3000000.0,3000000.0,,,,,
"Chine, Taiwan Province de",214,"Plantes Oleiferes, Autre",22000000.0,0.0,0.0,0.02,0.02,0.01,29000000.0,10000000.0,17000000.0,1000000.0,,22000000.0,,6000000.0,0.0
"Chine, Taiwan Province de",214,Pois,,,8.0,0.85,0.04,0.53,20000000.0,0.0,20000000.0,20000000.0,,,,,
"Chine, Taiwan Province de",214,Poivre,,,1.0,0.13,0.01,0.04,3000000.0,0.0,3000000.0,3000000.0,,,,,
"Chine, Taiwan Province de",214,Pommes,,,7.0,6.39,0.04,0.02,186000000.0,3000000.0,187000000.0,149000000.0,7000000.0,2000000.0,,29000000.0,0.0
"Chine, Taiwan Province de",214,Pommes de Terre,,211000000.0,10.0,6.94,0.01,0.21,430000000.0,1000000.0,386000000.0,162000000.0,3000000.0,46000000.0,2000000.0,53000000.0,0.0
"Chine, Taiwan Province de",214,Racines nda,,,5.0,2.06,0.01,0.09,52000000.0,1000000.0,8000000.0,48000000.0,5000000.0,45000000.0,,,
"Chine, Taiwan Province de",214,Raisin,,,9.0,5.93,0.06,0.09,151000000.0,6000000.0,57000000.0,138000000.0,13000000.0,100000000.0,,,
"Chine, Taiwan Province de",214,Riz (Eq Blanchi),65000000.0,1000000.0,435.0,45.85,0.85,8.07,1171000000.0,10000000.0,117000000.0,1070000000.0,12000000.0,1063000000.0,10000000.0,12000000.0,0.0
"Chine, Taiwan Province de",214,Seigle,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
"Chine, Taiwan Province de",214,Soja,,,99.0,16.95,5.31,11.06,2460000000.0,8000000.0,2141000000.0,395000000.0,4000000.0,1000000.0,0.0,2060000000.0,326000000.0
"Chine, Taiwan Province de",214,Sorgho,98000000.0,24000000.0,0.0,0.0,0.0,0.0,122000000.0,0.0,120000000.0,0.0,0.0,3000000.0,0.0,,-1000000.0
"Chine, Taiwan Province de",214,Sucre Eq Brut,,6000000.0,252.0,25.99,,,616000000.0,34000000.0,548000000.0,606000000.0,,55000000.0,,4000000.0,47000000.0
"Chine, Taiwan Province de",214,Sucre non centrifugé,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,
"Chine, Taiwan Province de",214,"Sucre, canne",,,1.0,1.29,,0.01,650000000.0,0.0,,30000000.0,,650000000.0,,620000000.0,
"Chine, Taiwan Province de",214,Sésame,,,3.0,0.17,0.23,0.08,40000000.0,0.0,39000000.0,4000000.0,1000000.0,1000000.0,0.0,34000000.0,
"Chine, Taiwan Province de",214,Thé,,,2.0,1.76,,0.48,41000000.0,5000000.0,32000000.0,41000000.0,,15000000.0,,,0.0
"Chine, Taiwan Province de",214,Tomates,,,4.0,5.39,0.04,0.17,139000000.0,1000000.0,27000000.0,126000000.0,13000000.0,112000000.0,,0.0,0.0
"Chine, Taiwan Province de",214,Vin,,,1.0,0.71,,,16000000.0,0.0,17000000.0,16000000.0,,,,,0.0
"Chine, Taiwan Province de",214,"Épices, Autres",,,15.0,1.55,0.27,0.39,38000000.0,2000000.0,5000000.0,36000000.0,2000000.0,35000000.0,,,0.0
"Chine, continentale",41,"Agrumes, Autres",,,2.0,3.23,0.02,0.04,4481000000.0,4000000.0,18000000.0,4481000000.0,,4468000000.0,,,
"Chine, continentale",41,"Alcool, non Comestible",,154000000.0,,,,,154000000.0,46000000.0,0.0,,,200000000.0,,,
"Chine, continentale",41,Aliments pour enfants,,,1.0,0.09,0.01,0.04,121000000.0,0.0,122000000.0,121000000.0,,,,,0.0
"Chine, continentale",41,Ananas,,,1.0,0.98,0.0,0.01,1431000000.0,42000000.0,87000000.0,1351000000.0,71000000.0,1386000000.0,,8000000.0,
"Chine, continentale",41,Arachides Decortiquees,,,55.0,3.87,4.54,2.35,11408000000.0,414000000.0,18000000.0,5355000000.0,476000000.0,11881000000.0,292000000.0,5285000000.0,-77000000.0
"Chine, continentale",41,Avoine,500000000.0,,1.0,0.12,0.01,0.03,707000000.0,0.0,93000000.0,160000000.0,30000000.0,614000000.0,17000000.0,,0.0
"Chine, continentale",41,Bananes,,,13.0,7.26,0.04,0.16,12579000000.0,11000000.0,515000000.0,10061000000.0,2518000000.0,12075000000.0,,,
"Chine, continentale",41,Bière,,,49.0,36.51,,0.5,50583000000.0,249000000.0,182000000.0,50583000000.0,,50650000000.0,,,
"Chine, continentale",41,Blé,26628000000.0,2929000000.0,549.0,63.36,2.92,17.53,125247000000.0,563000000.0,5666000000.0,87783000000.0,2990000000.0,121926000000.0,4600000000.0,316000000.0,-1783000000.0
"Chine, continentale",41,Boissons Alcooliques,,2500000000.0,41.0,5.04,,,9489000000.0,29000000.0,68000000.0,6989000000.0,,9450000000.0,,,0.0
"Chine, continentale",41,Boissons Fermentés,,,3.0,1.98,,0.01,2806000000.0,26000000.0,4000000.0,2749000000.0,57000000.0,2828000000.0,,,
"Chine, continentale",41,Café,,,0.0,0.05,,0.01,63000000.0,131000000.0,78000000.0,63000000.0,,117000000.0,,,0.0
"Chine, continentale",41,Citrons & Limes,,,1.0,1.24,0.04,0.02,1914000000.0,15000000.0,15000000.0,1722000000.0,192000000.0,1915000000.0,,,
"Chine, continentale",41,Coco (Incl Coprah),,,1.0,0.32,0.12,0.01,467000000.0,0.0,212000000.0,445000000.0,22000000.0,255000000.0,,,
"Chine, continentale",41,"Céréales, Autres",659000000.0,,2.0,0.27,0.01,0.05,1203000000.0,81000000.0,36000000.0,369000000.0,53000000.0,1248000000.0,122000000.0,,0.0
"Chine, continentale",41,Dattes,,,1.0,0.11,0.0,0.0,159000000.0,0.0,9000000.0,151000000.0,8000000.0,150000000.0,,,
"Chine, continentale",41,Edulcorants Autres,,,1.0,0.07,,0.0,96000000.0,1085000000.0,103000000.0,102000000.0,,1078000000.0,,5000000.0,0.0
"Chine, continentale",41,Feve de Cacao,,,0.0,0.08,0.02,0.02,117000000.0,58000000.0,175000000.0,117000000.0,,,,,0.0
"Chine, continentale",41,"Fruits, Autres",,,41.0,35.8,0.3,0.48,54643000000.0,1614000000.0,1840000000.0,49597000000.0,3409000000.0,54417000000.0,,1637000000.0,
"Chine, continentale",41,Girofles,,,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,2000000.0,,1000000.0,,,
"Chine, continentale",41,Graines Colza/Moutarde,3715000000.0,91000000.0,0.0,0.0,0.0,0.0,18137000000.0,2000000.0,3664000000.0,1000000.0,726000000.0,14475000000.0,264000000.0,13341000000.0,0.0
"Chine, continentale",41,Graines de coton,1555000000.0,0.0,,,,,12762000000.0,1000000.0,143000000.0,,383000000.0,12620000000.0,261000000.0,10563000000.0,0.0
"Chine, continentale",41,Graines de tournesol,1240000000.0,,,,,,2235000000.0,190000000.0,2000000.0,,73000000.0,2423000000.0,23000000.0,899000000.0,
"Chine, continentale",41,Haricots,80000000.0,,0.0,0.05,0.0,0.03,251000000.0,800000000.0,23000000.0,66000000.0,32000000.0,1028000000.0,74000000.0,,0.0
"Chine, continentale",41,Huil Plantes Oleif Autr,,915000000.0,2.0,0.08,0.21,0.0,1027000000.0,32000000.0,279000000.0,112000000.0,,780000000.0,,,0.0
"Chine, continentale",41,Huile Graines de Coton,,800000000.0,14.0,0.57,1.55,,1584000000.0,1000000.0,0.0,784000000.0,,1584000000.0,,,
"Chine, continentale",41,Huile d'Arachide,,1115000000.0,15.0,0.63,1.72,,1986000000.0,50000000.0,81000000.0,871000000.0,,1955000000.0,,,0.0
"Chine, continentale",41,Huile d'Olive,,3000000.0,1.0,0.03,0.07,,40000000.0,0.0,40000000.0,37000000.0,,,,,0.0
"Chine, continentale",41,Huile de Coco,,,2.0,0.09,0.26,,131000000.0,0.0,131000000.0,131000000.0,,,,,0.0
"Chine, continentale",41,Huile de Colza&Moutarde,,5117000000.0,37.0,1.51,4.14,0.0,7211000000.0,6000000.0,1614000000.0,2094000000.0,,5603000000.0,,,0.0
"Chine, continentale",41,Huile de Germe de Maïs,,,4.0,0.18,0.5,,254000000.0,5000000.0,0.0,254000000.0,,259000000.0,,,
"Chine, continentale",41,Huile de Palme,,4304000000.0,45.0,1.86,5.11,,7009000000.0,31000000.0,6811000000.0,2582000000.0,124000000.0,230000000.0,,,0.0
"Chine, continentale",41,Huile de Palmistes,,544000000.0,2.0,0.07,0.19,,641000000.0,0.0,614000000.0,96000000.0,,26000000.0,,,
"Chine, continentale",41,Huile de Soja,,9200000000.0,43.0,1.77,4.86,,11658000000.0,90000000.0,1158000000.0,2458000000.0,,10590000000.0,,,0.0
"Chine, continentale",41,Huile de Son de Riz,,,2.0,0.08,0.21,,105000000.0,0.0,,105000000.0,,105000000.0,,,
"Chine, continentale",41,Huile de Sésame,,,4.0,0.16,0.43,,218000000.0,4000000.0,2000000.0,218000000.0,,220000000.0,,,0.0
"Chine, continentale",41,Huile de Tournesol,,550000000.0,3.0,0.14,0.39,,749000000.0,1000000.0,436000000.0,199000000.0,,315000000.0,,,
"Chine, continentale",41,Ignames,,,,,,,-8000000.0,8000000.0,0.0,,,,,,
"Chine, continentale",41,"Légumes, Autres",35582000000.0,,203.0,308.07,1.76,11.47,500070000000.0,8084000000.0,304000000.0,426850000000.0,37638000000.0,507850000000.0,,,0.0
"Chine, continentale",41,Légumineuses Autres,791000000.0,,6.0,0.67,0.04,0.43,1891000000.0,41000000.0,50000000.0,934000000.0,52000000.0,1882000000.0,114000000.0,,0.0
"Chine, continentale",41,Manioc,22868000000.0,7940000000.0,6.0,1.91,0.01,0.05,33590000000.0,41000000.0,29046000000.0,2645000000.0,138000000.0,4585000000.0,,,
"Chine, continentale",41,Maïs,150000000000.0,35172000000.0,54.0,6.78,0.18,1.17,212998000000.0,251000000.0,3269000000.0,9391000000.0,10250000000.0,218489000000.0,1650000000.0,6535000000.0,-8509000000.0
"Chine, continentale",41,Miel,,,2.0,0.24,,0.0,330000000.0,125000000.0,5000000.0,330000000.0,,450000000.0,,,
"Chine, continentale",41,Millet,800000000.0,,5.0,0.6,0.03,0.12,1733000000.0,13000000.0,0.0,829000000.0,78000000.0,1746000000.0,25000000.0,,0.0
"Chine, continentale",41,Miscellanees,,,0.0,,0.0,0.0,,,,,,,,,
"Chine, continentale",41,Noix,,0.0,18.0,2.52,1.2,0.44,3551000000.0,176000000.0,105000000.0,3494000000.0,57000000.0,3621000000.0,,,0.0
"Chine, continentale",41,Oignons,,,15.0,13.95,0.08,0.57,21557000000.0,743000000.0,0.0,19327000000.0,2230000000.0,22300000000.0,,,
"Chine, continentale",41,Olives,,,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,1000000.0,,,,,
"Chine, continentale",41,"Oranges, Mandarines",,,12.0,15.3,0.04,0.21,21940000000.0,887000000.0,351000000.0,21201000000.0,739000000.0,22477000000.0,,,0.0
"Chine, continentale",41,Orge,23000000.0,7000000.0,1.0,0.15,0.0,0.02,3484000000.0,615000000.0,2400000000.0,208000000.0,200000000.0,1699000000.0,49000000.0,2997000000.0,0.0
"Chine, continentale",41,Palmistes,,,,,,,55000000.0,0.0,0.0,,,55000000.0,,55000000.0,
"Chine, continentale",41,Pamplemousse,,,2.0,2.32,0.01,0.03,3591000000.0,158000000.0,32000000.0,3218000000.0,374000000.0,3717000000.0,,,
"Chine, continentale",41,Patates douces,33270000000.0,,66.0,24.27,0.2,0.66,70420000000.0,120000000.0,14000000.0,33623000000.0,3526000000.0,70526000000.0,,,0.0
"Chine, continentale",41,Piments,,,1.0,0.14,0.05,0.05,208000000.0,97000000.0,4000000.0,199000000.0,9000000.0,300000000.0,,,
"Chine, continentale",41,"Plantes Oleiferes, Autre",189000000.0,908000000.0,,,,,3886000000.0,80000000.0,223000000.0,,152000000.0,3743000000.0,23000000.0,2618000000.0,0.0
"Chine, continentale",41,Pois,1600000000.0,,5.0,0.6,0.02,0.34,2597000000.0,2000000.0,1034000000.0,838000000.0,78000000.0,1566000000.0,81000000.0,,0.0
"Chine, continentale",41,Poivre,,,0.0,0.02,0.0,0.01,32000000.0,2000000.0,3000000.0,32000000.0,,31000000.0,,,
"Chine, continentale",41,Pommes,,,25.0,21.21,0.11,0.18,36076000000.0,3854000000.0,247000000.0,29391000000.0,3972000000.0,39683000000.0,,2713000000.0,
"Chine, continentale",41,Pommes de Terre,22165000000.0,221000000.0,80.0,41.42,0.11,1.93,96068000000.0,377000000.0,503000000.0,57384000000.0,4797000000.0,95942000000.0,3100000000.0,8400000000.0,0.0
"Chine, continentale",41,Racines nda,98000000.0,,3.0,1.12,0.01,0.05,1744000000.0,107000000.0,1000000.0,1556000000.0,90000000.0,1850000000.0,,,
"Chine, continentale",41,Raisin,,,7.0,6.46,0.04,0.07,11578000000.0,252000000.0,279000000.0,8956000000.0,352000000.0,11550000000.0,,2270000000.0,0.0
"Chine, continentale",41,Riz (Eq Blanchi),12052000000.0,2072000000.0,805.0,78.18,2.72,14.62,133507000000.0,544000000.0,2244000000.0,108321000000.0,6393000000.0,135809000000.0,4669000000.0,0.0,-4002000000.0
"Chine, continentale",41,Seigle,480000000.0,,1.0,0.09,0.0,0.02,650000000.0,0.0,0.0,122000000.0,27000000.0,650000000.0,21000000.0,,0.0
"Chine, continentale",41,Soja,9530000000.0,,35.0,3.66,1.18,3.29,75081000000.0,250000000.0,63381000000.0,5072000000.0,604000000.0,11951000000.0,713000000.0,59162000000.0,0.0
"Chine, continentale",41,Sorgho,1900000000.0,,10.0,1.34,0.1,0.3,3953000000.0,17000000.0,1078000000.0,1855000000.0,178000000.0,2892000000.0,20000000.0,,0.0
"Chine, continentale",41,Sucre Eq Brut,,,61.0,6.22,,,18947000000.0,391000000.0,4646000000.0,8617000000.0,,14691000000.0,,10329000000.0,0.0
"Chine, continentale",41,Sucre non centrifugé,,,3.0,0.32,0.0,0.01,440000000.0,,,440000000.0,,440000000.0,,,
"Chine, continentale",41,"Sucre, betterave",2800000000.0,,,,,,9257000000.0,3000000.0,0.0,,,9260000000.0,,6457000000.0,0.0
"Chine, continentale",41,"Sucre, canne",7183000000.0,,,,,,129126000000.0,3000000.0,928000000.0,,,128201000000.0,,121943000000.0,0.0
"Chine, continentale",41,Sésame,,,6.0,0.35,0.5,0.16,1030000000.0,34000000.0,441000000.0,480000000.0,32000000.0,623000000.0,6000000.0,512000000.0,0.0
"Chine, continentale",41,Thé,,,1.0,1.13,,0.31,1610000000.0,335000000.0,21000000.0,1560000000.0,58000000.0,1924000000.0,,,
"Chine, continentale",41,Tomates,,,16.0,31.12,0.25,0.94,46660000000.0,3977000000.0,85000000.0,43122000000.0,3539000000.0,50552000000.0,,,
"Chine, continentale",41,Vin,,,3.0,1.5,,0.0,2075000000.0,3000000.0,378000000.0,2075000000.0,,1700000000.0,,,
"Chine, continentale",41,"Épices, Autres",,,1.0,0.13,0.04,0.04,176000000.0,432000000.0,3000000.0,176000000.0,,605000000.0,,,0.0
Chypre,50,"Agrumes, Autres",,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Chypre,50,"Alcool, non Comestible",,0.0,,,,,0.0,0.0,0.0,,,,,,0.0
Chypre,50,Aliments pour enfants,,,11.0,1.11,0.09,0.46,1000000.0,0.0,1000000.0,1000000.0,,,,,
Chypre,50,Ananas,,,1.0,0.93,,0.0,-1000000.0,7000000.0,6000000.0,1000000.0,,,,,
Chypre,50,Arachides Decortiquees,,,20.0,1.29,1.67,0.89,1000000.0,0.0,1000000.0,1000000.0,,0.0,0.0,,
Chypre,50,Avoine,0.0,,4.0,0.67,0.06,0.16,2000000.0,0.0,1000000.0,1000000.0,,1000000.0,0.0,0.0,0.0
Chypre,50,Bananes,,0.0,12.0,7.51,0.1,0.21,10000000.0,0.0,4000000.0,9000000.0,1000000.0,6000000.0,,,
Chypre,50,Bananes plantains,,,0.0,0.02,,0.0,0.0,,0.0,0.0,,,,,
Chypre,50,Bière,,11000000.0,44.0,32.25,,0.35,48000000.0,1000000.0,15000000.0,37000000.0,,33000000.0,,,
Chypre,50,Blé,2000000.0,13000000.0,671.0,83.25,7.45,18.5,114000000.0,12000000.0,152000000.0,95000000.0,1000000.0,15000000.0,2000000.0,0.0,-41000000.0
Chypre,50,Boissons Alcooliques,,0.0,20.0,2.45,,,3000000.0,3000000.0,9000000.0,3000000.0,,0.0,,,-3000000.0
Chypre,50,Boissons Fermentés,,,1.0,1.03,,0.0,1000000.0,0.0,1000000.0,1000000.0,,,,,
Chypre,50,Café,,,7.0,5.05,,0.45,6000000.0,0.0,6000000.0,6000000.0,,,,,0.0
Chypre,50,Citrons & Limes,,,3.0,5.31,0.03,0.07,7000000.0,4000000.0,1000000.0,6000000.0,1000000.0,10000000.0,,0.0,0.0
Chypre,50,Coco (Incl Coprah),,,2.0,0.44,0.16,0.02,1000000.0,0.0,1000000.0,1000000.0,,,,,0.0
Chypre,50,"Céréales, Autres",0.0,,3.0,0.4,0.01,0.09,0.0,2000000.0,3000000.0,0.0,,,,0.0,
Chypre,50,Dattes,,,3.0,0.53,0.0,0.03,1000000.0,0.0,1000000.0,1000000.0,,,,0.0,
Chypre,50,Edulcorants Autres,,,47.0,10.13,,,11000000.0,2000000.0,13000000.0,12000000.0,,,,,
Chypre,50,Feve de Cacao,,,50.0,2.59,4.52,0.58,3000000.0,0.0,3000000.0,3000000.0,,,,,
Chypre,50,"Fruits, Autres",,,27.0,17.93,0.41,0.33,22000000.0,0.0,9000000.0,20000000.0,2000000.0,14000000.0,,0.0,
Chypre,50,Girofles,,,0.0,0.01,0.0,,0.0,,0.0,0.0,,,,,
Chypre,50,Graines Colza/Moutarde,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Chypre,50,Graines de coton,1000000.0,,,,,,1000000.0,,1000000.0,,,0.0,,,
Chypre,50,Graines de tournesol,,,1.0,0.15,0.11,0.05,0.0,0.0,0.0,0.0,,,,,
Chypre,50,Haricots,,,11.0,1.15,0.05,0.69,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,,
Chypre,50,Huil Plantes Oleif Autr,,1000000.0,27.0,1.29,3.06,0.02,1000000.0,1000000.0,2000000.0,1000000.0,,0.0,,,0.0
Chypre,50,Huile Graines de Coton,,,1.0,0.05,0.14,,0.0,0.0,0.0,0.0,,,,,
Chypre,50,Huile d'Arachide,,0.0,0.0,0.01,0.03,,0.0,0.0,0.0,0.0,,,,,
Chypre,50,Huile d'Olive,0.0,0.0,56.0,2.32,6.36,,3000000.0,0.0,1000000.0,3000000.0,,2000000.0,,,0.0
Chypre,50,Huile de Coco,,0.0,,,,,0.0,0.0,0.0,,,,,,
Chypre,50,Huile de Colza&Moutarde,,2000000.0,79.0,3.24,8.88,,6000000.0,0.0,5000000.0,4000000.0,,,,,1000000.0
Chypre,50,Huile de Germe de Maïs,,0.0,8.0,0.34,0.93,,0.0,0.0,1000000.0,0.0,,,,,0.0
Chypre,50,Huile de Palme,,1000000.0,,,,,1000000.0,0.0,1000000.0,,,,,,
Chypre,50,Huile de Palmistes,,0.0,,,,,0.0,,0.0,,,,,,
Chypre,50,Huile de Soja,,2000000.0,77.0,3.18,8.7,,6000000.0,0.0,6000000.0,4000000.0,,,,,0.0
Chypre,50,Huile de Sésame,,,1.0,0.03,0.08,,0.0,0.0,0.0,0.0,,0.0,,,
Chypre,50,Huile de Tournesol,,0.0,175.0,7.21,19.75,,9000000.0,0.0,9000000.0,8000000.0,,,,,0.0
Chypre,50,"Légumes, Autres",3000000.0,1000000.0,49.0,70.57,0.36,2.24,94000000.0,6000000.0,18000000.0,81000000.0,9000000.0,82000000.0,,0.0,0.0
Chypre,50,Légumineuses Autres,0.0,,19.0,1.94,0.11,1.25,2000000.0,0.0,2000000.0,2000000.0,0.0,1000000.0,0.0,,0.0
Chypre,50,Manioc,0.0,,,,,,0.0,0.0,0.0,,,,,,
Chypre,50,Maïs,148000000.0,1000000.0,28.0,3.3,0.09,0.65,152000000.0,3000000.0,172000000.0,4000000.0,0.0,,,,-17000000.0
Chypre,50,Miel,,,5.0,0.61,,0.01,1000000.0,0.0,0.0,1000000.0,,0.0,,,0.0
Chypre,50,Millet,0.0,,,,,,0.0,,0.0,,,,,,
Chypre,50,Miscellanees,,,16.0,,0.34,0.43,,,,,,,,,
Chypre,50,Noix,,,27.0,3.31,2.39,0.8,4000000.0,0.0,4000000.0,4000000.0,,1000000.0,,,
Chypre,50,Oignons,,,15.0,8.57,0.06,0.36,10000000.0,0.0,4000000.0,10000000.0,0.0,7000000.0,,0.0,
Chypre,50,Olives,,,10.0,3.0,1.11,0.11,13000000.0,0.0,1000000.0,3000000.0,1000000.0,13000000.0,,9000000.0,
Chypre,50,"Oranges, Mandarines",,1000000.0,16.0,18.16,0.08,0.29,25000000.0,64000000.0,12000000.0,21000000.0,4000000.0,77000000.0,,0.0,0.0
Chypre,50,Orge,160000000.0,,0.0,0.08,,0.01,176000000.0,0.0,167000000.0,0.0,0.0,36000000.0,9000000.0,7000000.0,-27000000.0
Chypre,50,Pamplemousse,,0.0,2.0,2.91,0.01,0.04,5000000.0,19000000.0,4000000.0,3000000.0,1000000.0,20000000.0,,0.0,
Chypre,50,Patates douces,,,0.0,0.09,,,0.0,0.0,0.0,0.0,,,,,
Chypre,50,Piments,,,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0,,,,,
Chypre,50,"Plantes Oleiferes, Autre",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Chypre,50,Pois,,,0.0,0.02,0.0,0.01,0.0,,0.0,0.0,,,,,0.0
Chypre,50,Poivre,,,1.0,0.11,0.01,0.03,0.0,0.0,0.0,0.0,,,,,
Chypre,50,Pommes,,,8.0,8.45,0.02,0.03,10000000.0,15000000.0,18000000.0,10000000.0,0.0,5000000.0,,0.0,2000000.0
Chypre,50,Pommes de Terre,0.0,2000000.0,50.0,29.93,0.09,0.85,45000000.0,95000000.0,27000000.0,34000000.0,4000000.0,105000000.0,6000000.0,,8000000.0
Chypre,50,Racines nda,0.0,,3.0,1.26,0.0,0.05,2000000.0,0.0,0.0,1000000.0,0.0,2000000.0,0.0,,
Chypre,50,Raisin,,,6.0,2.87,0.01,0.06,22000000.0,3000000.0,4000000.0,3000000.0,0.0,20000000.0,,18000000.0,0.0
Chypre,50,Riz (Eq Blanchi),0.0,0.0,50.0,4.94,0.1,0.97,6000000.0,0.0,6000000.0,6000000.0,,,,,0.0
Chypre,50,Seigle,0.0,,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,,,,,
Chypre,50,Soja,0.0,,0.0,0.04,,0.02,0.0,0.0,0.0,0.0,,,,,0.0
Chypre,50,Sorgho,0.0,,,,,,0.0,0.0,0.0,,0.0,,,,
Chypre,50,Sucre Eq Brut,,1000000.0,260.0,26.16,,,31000000.0,0.0,31000000.0,30000000.0,,,,0.0,0.0
Chypre,50,Sucre non centrifugé,,,0.0,0.01,,,0.0,,0.0,0.0,,,,,
Chypre,50,"Sucre, betterave",,,,0.0,,,0.0,,0.0,0.0,,,,,
Chypre,50,"Sucre, canne",,,0.0,0.11,,,0.0,,0.0,0.0,,,,,
Chypre,50,Sésame,,,21.0,1.27,1.86,0.65,2000000.0,0.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
Chypre,50,Thé,,,0.0,0.44,,0.11,1000000.0,0.0,1000000.0,1000000.0,,,,,
Chypre,50,Tomates,,0.0,11.0,17.22,0.12,0.53,21000000.0,3000000.0,11000000.0,20000000.0,1000000.0,13000000.0,,0.0,
Chypre,50,Vin,,,30.0,15.7,,,18000000.0,1000000.0,7000000.0,18000000.0,,11000000.0,,0.0,0.0
Chypre,50,"Épices, Autres",,,2.0,0.26,0.09,0.08,0.0,0.0,0.0,0.0,,0.0,,,0.0
Colombie,44,"Agrumes, Autres",,,10.0,13.51,0.07,0.18,653000000.0,0.0,2000000.0,653000000.0,,651000000.0,,,
Colombie,44,"Alcool, non Comestible",,111000000.0,,,,,111000000.0,0.0,111000000.0,,,,,,
Colombie,44,Aliments pour enfants,,,2.0,0.16,0.01,0.07,8000000.0,0.0,8000000.0,8000000.0,,,,,0.0
Colombie,44,Ananas,,,8.0,9.93,0.03,0.05,641000000.0,4000000.0,2000000.0,480000000.0,161000000.0,643000000.0,,,
Colombie,44,Arachides Decortiquees,,,4.0,0.26,0.35,0.18,13000000.0,0.0,12000000.0,13000000.0,0.0,2000000.0,0.0,,0.0
Colombie,44,Avoine,,,1.0,0.21,0.02,0.05,10000000.0,0.0,6000000.0,10000000.0,0.0,5000000.0,0.0,,
Colombie,44,Bananes,0.0,,18.0,10.56,0.03,0.23,552000000.0,1549000000.0,3000000.0,510000000.0,42000000.0,2099000000.0,,,
Colombie,44,Bananes plantains,333000000.0,,132.0,53.11,0.15,1.16,3231000000.0,94000000.0,18000000.0,2566000000.0,333000000.0,3307000000.0,,,
Colombie,44,Bière,,,41.0,41.77,,0.34,2018000000.0,4000000.0,22000000.0,2018000000.0,,2000000000.0,,,
Colombie,44,Blé,,,226.0,29.79,0.82,5.94,1464000000.0,36000000.0,1491000000.0,1439000000.0,21000000.0,8000000.0,0.0,3000000.0,0.0
Colombie,44,Boissons Alcooliques,,,18.0,2.27,,,110000000.0,6000000.0,15000000.0,110000000.0,,100000000.0,,,0.0
Colombie,44,Boissons Fermentés,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,
Colombie,44,Café,,,2.0,1.69,,0.14,89000000.0,595000000.0,30000000.0,82000000.0,7000000.0,653000000.0,,,0.0
Colombie,44,Citrons & Limes,,,1.0,2.44,0.01,0.04,118000000.0,3000000.0,1000000.0,118000000.0,,119000000.0,,,
Colombie,44,Coco (Incl Coprah),,12000000.0,8.0,2.27,0.78,0.1,121000000.0,0.0,8000000.0,109000000.0,,114000000.0,,0.0,0.0
Colombie,44,"Céréales, Autres",12000000.0,,1.0,0.07,0.0,0.02,16000000.0,0.0,16000000.0,3000000.0,,,,,0.0
Colombie,44,Dattes,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,
Colombie,44,Edulcorants Autres,,3000000.0,6.0,0.66,,,34000000.0,9000000.0,26000000.0,32000000.0,,18000000.0,,,0.0
Colombie,44,Feve de Cacao,,,6.0,0.88,0.49,0.18,45000000.0,16000000.0,14000000.0,42000000.0,2000000.0,47000000.0,,,
Colombie,44,"Fruits, Autres",,,55.0,44.79,1.72,0.63,2370000000.0,35000000.0,102000000.0,2164000000.0,206000000.0,2303000000.0,,,0.0
Colombie,44,Girofles,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Colombie,44,Graines Colza/Moutarde,,,0.0,0.0,0.0,0.0,1000000.0,0.0,1000000.0,1000000.0,,0.0,0.0,0.0,
Colombie,44,Graines de coton,,0.0,,,,,36000000.0,0.0,0.0,,0.0,35000000.0,1000000.0,34000000.0,0.0
Colombie,44,Graines de tournesol,,,,,,,2000000.0,,2000000.0,,,0.0,0.0,2000000.0,
Colombie,44,Haricots,,,30.0,3.21,0.14,1.93,165000000.0,0.0,22000000.0,155000000.0,2000000.0,143000000.0,8000000.0,,0.0
