Zone,Code zone,Produit,Aliments pour animaux (kg/an),Autres utilisations (non alimentaire) (kg/an),Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Disponibilité de matière grasse en quantité (g/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure (kg/an),Exportations - Quantité (kg/an),Importations - Quantité (kg/an),Nourriture (kg/an),Pertes (kg/an),Production (kg/an),Semences (kg/an),Traitement (kg/an),Variation de stock (kg/an)
Afghanistan,2,"Agrumes, Autres",,,1.0,1.29,0.01,0.02,41000000.0,2000000.0,40000000.0,39000000.0,2000000.0,3000000.0,,,
Afghanistan,2,Aliments pour enfants,,,1.0,0.06,0.01,0.03,2000000.0,,2000000.0,2000000.0,,,,,
Afghanistan,2,Ananas,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Afghanistan,2,Bananes,,,4.0,2.7,0.02,0.05,82000000.0,,82000000.0,82000000.0,,,,,
Afghanistan,2,Bière,,,0.0,0.09,,0.0,3000000.0,,3000000.0,3000000.0,,,,,
Afghanistan,2,Blé,,,1369.0,160.23,4.69,36.91,5992000000.0,,1173000000.0,4895000000.0,775000000.0,5169000000.0,322000000.0,,-350000000.0
Afghanistan,2,Boissons Alcooliques,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Afghanistan,2,Café,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,
Afghanistan,2,Coco (Incl Coprah),,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Afghanistan,2,"Céréales, Autres",,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Afghanistan,2,Dattes,,,0.0,0.02,0.0,0.0,1000000.0,,1000000.0,1000000.0,,,,,
Afghanistan,2,Edulcorants Autres,,,2.0,0.53,,,16000000.0,,16000000.0,16000000.0,,,,,
Afghanistan,2,Feve de Cacao,,,0.0,0.02,0.04,0.01,1000000.0,,1000000.0,1000000.0,,,,,
Afghanistan,2,"Fruits, Autres",,,9.0,7.29,0.06,0.14,240000000.0,69000000.0,4000000.0,223000000.0,17000000.0,304000000.0,,,1000000.0
Afghanistan,2,Graines de coton,,,,,,,27000000.0,0.0,,,,27000000.0,1000000.0,26000000.0,
Afghanistan,2,Graines de tournesol,,,,,,,3000000.0,,,,,3000000.0,0.0,3000000.0,
Afghanistan,2,Huil Plantes Oleif Autr,,359000000.0,2.0,0.08,0.21,0.0,361000000.0,,360000000.0,2000000.0,,1000000.0,,,
Afghanistan,2,Huile Graines de Coton,,1000000.0,3.0,0.12,0.34,,5000000.0,,,4000000.0,,5000000.0,,,
Afghanistan,2,Huile d'Arachide,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Afghanistan,2,Huile d'Olive,,,0.0,0.02,0.05,,1000000.0,,0.0,1000000.0,,1000000.0,,,
Afghanistan,2,Huile de Colza&Moutarde,,,2.0,0.07,0.18,,2000000.0,,2000000.0,2000000.0,,,,,
Afghanistan,2,Huile de Palme,,55000000.0,51.0,2.09,5.74,,119000000.0,,119000000.0,64000000.0,,,,,
Afghanistan,2,Huile de Soja,,,13.0,0.53,1.46,,16000000.0,,16000000.0,16000000.0,,,,,
Afghanistan,2,Huile de Sésame,,,1.0,0.05,0.13,,1000000.0,,,1000000.0,,1000000.0,,,
Afghanistan,2,Huile de Tournesol,,,18.0,0.75,2.06,,23000000.0,,22000000.0,23000000.0,,1000000.0,,,
Afghanistan,2,"Légumes, Autres",,,17.0,28.97,0.13,0.85,1007000000.0,34000000.0,124000000.0,885000000.0,122000000.0,916000000.0,,,
Afghanistan,2,Légumineuses Autres,4000000.0,,23.0,2.44,0.14,1.56,86000000.0,0.0,26000000.0,74000000.0,3000000.0,60000000.0,5000000.0,,
Afghanistan,2,Maïs,200000000.0,,21.0,2.5,0.3,0.56,313000000.0,0.0,1000000.0,76000000.0,31000000.0,312000000.0,5000000.0,,
Afghanistan,2,Miel,,,1.0,0.07,,0.0,2000000.0,0.0,0.0,2000000.0,,2000000.0,,,
Afghanistan,2,Millet,,,3.0,0.4,0.02,0.08,13000000.0,,,12000000.0,1000000.0,13000000.0,0.0,,
Afghanistan,2,Miscellanees,,,1.0,,0.02,0.02,,,,,,,,,
Afghanistan,2,Noix,,,12.0,1.45,1.07,0.38,44000000.0,12000000.0,,44000000.0,,56000000.0,,,
Afghanistan,2,Olives,,,0.0,0.06,0.03,0.0,7000000.0,0.0,,2000000.0,0.0,7000000.0,,4000000.0,
Afghanistan,2,"Oranges, Mandarines",,,4.0,4.75,0.01,0.07,145000000.0,0.0,139000000.0,145000000.0,0.0,6000000.0,,,
Afghanistan,2,Orge,360000000.0,,26.0,2.92,0.24,0.79,524000000.0,,10000000.0,89000000.0,52000000.0,514000000.0,22000000.0,,0.0
Afghanistan,2,"Plantes Oleiferes, Autre",,,,,,,3000000.0,0.0,,,0.0,3000000.0,0.0,2000000.0,
Afghanistan,2,Poivre,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Afghanistan,2,Pommes,,,3.0,2.22,0.01,0.02,72000000.0,7000000.0,0.0,68000000.0,4000000.0,79000000.0,,,
Afghanistan,2,Pommes de Terre,,,15.0,7.53,0.04,0.25,262000000.0,41000000.0,0.0,230000000.0,9000000.0,303000000.0,23000000.0,,
Afghanistan,2,Raisin,,,29.0,15.8,0.12,0.27,513000000.0,97000000.0,,483000000.0,31000000.0,611000000.0,,,0.0
Afghanistan,2,Riz (Eq Blanchi),,,141.0,13.82,0.27,2.7,461000000.0,,119000000.0,422000000.0,24000000.0,342000000.0,14000000.0,,
Afghanistan,2,Sucre Eq Brut,,,84.0,8.35,,,255000000.0,,271000000.0,255000000.0,,2000000.0,,,-19000000.0
Afghanistan,2,"Sucre, betterave",0.0,,,,,,15000000.0,,,,,15000000.0,,15000000.0,
Afghanistan,2,"Sucre, canne",81000000.0,,,,,,90000000.0,,,,,90000000.0,,9000000.0,
Afghanistan,2,Sésame,,,9.0,0.52,0.77,0.27,21000000.0,11000000.0,,16000000.0,1000000.0,32000000.0,1000000.0,4000000.0,0.0
Afghanistan,2,Thé,,,4.0,3.49,,0.96,107000000.0,,107000000.0,107000000.0,,,,,
Afghanistan,2,Tomates,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Afghanistan,2,Vin,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Afghanistan,2,"Épices, Autres",,,2.0,0.26,0.1,0.11,8000000.0,5000000.0,0.0,8000000.0,,13000000.0,,,0.0
Afrique du Sud,202,"Agrumes, Autres",,,0.0,0.14,0.0,0.0,8000000.0,3000000.0,0.0,8000000.0,1000000.0,11000000.0,,,0.0
Afrique du Sud,202,"Alcool, non Comestible",,38000000.0,,,,,38000000.0,178000000.0,15000000.0,,,201000000.0,,,
Afrique du Sud,202,Aliments pour enfants,,,0.0,0.0,0.0,0.0,0.0,5000000.0,2000000.0,0.0,,,,,2000000.0
Afrique du Sud,202,Ananas,,,1.0,0.81,0.0,0.01,48000000.0,72000000.0,14000000.0,43000000.0,5000000.0,101000000.0,,,4000000.0
Afrique du Sud,202,Arachides Decortiquees,,,11.0,0.71,0.91,0.48,54000000.0,13000000.0,38000000.0,38000000.0,1000000.0,29000000.0,2000000.0,13000000.0,0.0
Afrique du Sud,202,Avoine,8000000.0,,5.0,0.75,0.09,0.16,49000000.0,4000000.0,25000000.0,40000000.0,1000000.0,28000000.0,1000000.0,,0.0
Afrique du Sud,202,Bananes,,,12.0,7.04,0.02,0.19,413000000.0,8000000.0,2000000.0,371000000.0,42000000.0,420000000.0,,,
Afrique du Sud,202,Bananes plantains,,,3.0,1.62,0.01,0.04,86000000.0,9000000.0,95000000.0,86000000.0,,,,,
Afrique du Sud,202,Bière,,,82.0,60.91,,0.83,3215000000.0,66000000.0,131000000.0,3215000000.0,,3150000000.0,,,
Afrique du Sud,202,Blé,37000000.0,,492.0,60.13,2.09,15.4,3316000000.0,495000000.0,1490000000.0,3174000000.0,74000000.0,1870000000.0,31000000.0,0.0,450000000.0
Afrique du Sud,202,Boissons Alcooliques,,60000000.0,52.0,6.38,,,397000000.0,53000000.0,79000000.0,337000000.0,,371000000.0,,,0.0
Afrique du Sud,202,Boissons Fermentés,,,0.0,0.01,,0.0,1000000.0,122000000.0,7000000.0,1000000.0,,64000000.0,,,51000000.0
Afrique du Sud,202,Café,,,1.0,0.93,,0.06,49000000.0,15000000.0,64000000.0,49000000.0,,,,0.0,0.0
Afrique du Sud,202,Citrons & Limes,,,0.0,0.38,0.0,0.0,33000000.0,253000000.0,2000000.0,20000000.0,13000000.0,257000000.0,,,27000000.0
Afrique du Sud,202,Coco (Incl Coprah),,,2.0,0.46,0.16,0.02,24000000.0,1000000.0,25000000.0,24000000.0,,,,0.0,0.0
Afrique du Sud,202,"Céréales, Autres",8000000.0,,1.0,0.07,0.0,0.02,12000000.0,10000000.0,3000000.0,4000000.0,0.0,19000000.0,0.0,,0.0
Afrique du Sud,202,Dattes,,,0.0,0.01,0.0,0.0,1000000.0,2000000.0,2000000.0,1000000.0,,,,,0.0
Afrique du Sud,202,Edulcorants Autres,,,13.0,1.69,,0.0,89000000.0,42000000.0,54000000.0,89000000.0,,77000000.0,,,0.0
Afrique du Sud,202,Feve de Cacao,,,6.0,0.47,0.53,0.1,25000000.0,7000000.0,32000000.0,25000000.0,,,,,0.0
Afrique du Sud,202,"Fruits, Autres",,,6.0,4.89,0.12,0.08,441000000.0,524000000.0,17000000.0,258000000.0,50000000.0,914000000.0,,133000000.0,34000000.0
Afrique du Sud,202,Girofles,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Afrique du Sud,202,Graines Colza/Moutarde,,,0.0,0.0,0.0,0.0,112000000.0,3000000.0,2000000.0,0.0,,112000000.0,,112000000.0,1000000.0
Afrique du Sud,202,Graines de coton,,,,,,,68000000.0,0.0,79000000.0,,3000000.0,9000000.0,0.0,65000000.0,-20000000.0
Afrique du Sud,202,Graines de tournesol,,,,,,,590000000.0,2000000.0,34000000.0,,,557000000.0,3000000.0,587000000.0,0.0
Afrique du Sud,202,Haricots,,,17.0,1.83,0.07,1.08,105000000.0,7000000.0,51000000.0,96000000.0,3000000.0,60000000.0,5000000.0,,0.0
Afrique du Sud,202,Huil Plantes Oleif Autr,,11000000.0,2.0,0.07,0.18,0.0,17000000.0,13000000.0,20000000.0,4000000.0,,8000000.0,,2000000.0,2000000.0
Afrique du Sud,202,Huile Graines de Coton,,0.0,1.0,0.04,0.1,0.0,2000000.0,32000000.0,10000000.0,2000000.0,,11000000.0,,,13000000.0
Afrique du Sud,202,Huile d'Arachide,,4000000.0,5.0,0.21,0.57,,15000000.0,0.0,0.0,11000000.0,,6000000.0,,,10000000.0
Afrique du Sud,202,Huile d'Olive,,0.0,1.0,0.06,0.17,,3000000.0,1000000.0,5000000.0,3000000.0,,,,,0.0
Afrique du Sud,202,Huile de Coco,,0.0,2.0,0.07,0.2,,4000000.0,0.0,4000000.0,4000000.0,,0.0,,,0.0
Afrique du Sud,202,Huile de Colza&Moutarde,,40000000.0,,,,,40000000.0,0.0,4000000.0,,,37000000.0,,,0.0
Afrique du Sud,202,Huile de Germe de Maïs,,,37.0,1.52,4.16,,80000000.0,0.0,0.0,80000000.0,,81000000.0,,,
Afrique du Sud,202,Huile de Palme,,399000000.0,23.0,0.95,2.6,,449000000.0,7000000.0,456000000.0,50000000.0,,,,,0.0
Afrique du Sud,202,Huile de Palmistes,,16000000.0,7.0,0.31,0.84,,32000000.0,0.0,32000000.0,16000000.0,,,,,
Afrique du Sud,202,Huile de Soja,,,109.0,4.5,12.33,0.0,238000000.0,66000000.0,206000000.0,238000000.0,,98000000.0,,,0.0
Afrique du Sud,202,Huile de Sésame,,,0.0,0.01,0.03,,1000000.0,0.0,0.0,1000000.0,,1000000.0,,,
Afrique du Sud,202,Huile de Tournesol,,30000000.0,126.0,5.19,14.23,,304000000.0,79000000.0,132000000.0,274000000.0,,221000000.0,,,30000000.0
Afrique du Sud,202,Ignames,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,
Afrique du Sud,202,"Légumes, Autres",51000000.0,,23.0,25.08,0.22,0.93,1511000000.0,194000000.0,78000000.0,1323000000.0,137000000.0,1621000000.0,,0.0,5000000.0
Afrique du Sud,202,Légumineuses Autres,18000000.0,,2.0,0.23,0.01,0.14,30000000.0,2000000.0,8000000.0,12000000.0,0.0,24000000.0,1000000.0,,0.0
Afrique du Sud,202,Manioc,,57000000.0,0.0,0.0,0.0,0.0,57000000.0,2000000.0,58000000.0,0.0,,,,,1000000.0
Afrique du Sud,202,Maïs,4715000000.0,0.0,858.0,100.1,7.69,21.91,10480000000.0,3036000000.0,56000000.0,5283000000.0,405000000.0,11811000000.0,33000000.0,43000000.0,1650000000.0
Afrique du Sud,202,Miel,,,1.0,0.06,,0.0,3000000.0,0.0,2000000.0,3000000.0,,1000000.0,,,0.0
Afrique du Sud,202,Millet,8000000.0,,1.0,0.09,0.01,0.02,13000000.0,0.0,7000000.0,5000000.0,,7000000.0,0.0,,
Afrique du Sud,202,Miscellanees,,,0.0,,0.0,0.0,,,,,,,,,
Afrique du Sud,202,Noix,,,2.0,0.33,0.2,0.06,17000000.0,35000000.0,20000000.0,17000000.0,,28000000.0,,,5000000.0
Afrique du Sud,202,Oignons,,,9.0,8.38,0.02,0.25,501000000.0,88000000.0,4000000.0,442000000.0,59000000.0,585000000.0,,,
Afrique du Sud,202,Olives,,,0.0,0.02,0.01,0.0,1000000.0,0.0,2000000.0,1000000.0,,,,,
Afrique du Sud,202,"Oranges, Mandarines",,,5.0,7.32,0.03,0.08,422000000.0,1525000000.0,13000000.0,386000000.0,36000000.0,1934000000.0,,,0.0
Afrique du Sud,202,Orge,19000000.0,,1.0,0.09,,0.01,509000000.0,8000000.0,199000000.0,5000000.0,7000000.0,268000000.0,6000000.0,472000000.0,50000000.0
Afrique du Sud,202,Palmistes,,0.0,,,,,0.0,0.0,0.0,,,,,,
Afrique du Sud,202,Pamplemousse,,,2.0,2.54,0.01,0.03,158000000.0,308000000.0,2000000.0,134000000.0,23000000.0,443000000.0,,,20000000.0
Afrique du Sud,202,Patates douces,3000000.0,,3.0,1.12,0.01,0.04,63000000.0,2000000.0,0.0,59000000.0,1000000.0,65000000.0,,,
Afrique du Sud,202,Piments,,,4.0,0.42,0.11,0.16,23000000.0,0.0,6000000.0,22000000.0,1000000.0,17000000.0,,,0.0
Afrique du Sud,202,"Plantes Oleiferes, Autre",0.0,1000000.0,0.0,0.0,0.0,0.0,16000000.0,17000000.0,4000000.0,0.0,0.0,23000000.0,0.0,14000000.0,7000000.0
Afrique du Sud,202,Pois,,,2.0,0.26,0.01,0.16,14000000.0,4000000.0,17000000.0,14000000.0,0.0,1000000.0,0.0,,
Afrique du Sud,202,Poivre,,,0.0,0.03,0.0,0.01,2000000.0,2000000.0,4000000.0,2000000.0,,,,,0.0
Afrique du Sud,202,Pommes,,,8.0,11.04,0.04,0.06,655000000.0,806000000.0,501000000.0,583000000.0,45000000.0,904000000.0,,27000000.0,56000000.0
Afrique du Sud,202,Pommes de Terre,217000000.0,103000000.0,60.0,30.66,0.08,1.26,2126000000.0,149000000.0,102000000.0,1618000000.0,109000000.0,2174000000.0,79000000.0,0.0,
Afrique du Sud,202,Racines nda,1000000.0,,0.0,0.0,,0.0,1000000.0,0.0,1000000.0,0.0,,,,,0.0
Afrique du Sud,202,Raisin,,2000000.0,4.0,2.2,0.01,0.04,1558000000.0,437000000.0,15000000.0,116000000.0,,1980000000.0,,1440000000.0,0.0
Afrique du Sud,202,Riz (Eq Blanchi),,,169.0,17.41,0.23,3.25,920000000.0,163000000.0,1311000000.0,919000000.0,0.0,3000000.0,0.0,0.0,-231000000.0
Afrique du Sud,202,Seigle,0.0,,0.0,0.03,0.0,0.0,2000000.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,,0.0
Afrique du Sud,202,Soja,8000000.0,,12.0,1.27,0.63,1.32,732000000.0,18000000.0,5000000.0,67000000.0,24000000.0,785000000.0,23000000.0,611000000.0,-40000000.0
Afrique du Sud,202,Sorgho,29000000.0,,11.0,1.35,0.09,0.32,192000000.0,61000000.0,56000000.0,71000000.0,13000000.0,147000000.0,2000000.0,78000000.0,50000000.0
Afrique du Sud,202,Sucre Eq Brut,,,319.0,35.19,,,1908000000.0,942000000.0,741000000.0,1857000000.0,,2435000000.0,,51000000.0,-326000000.0
Afrique du Sud,202,"Sucre, betterave",0.0,,,,,,0.0,0.0,0.0,,,,,,
Afrique du Sud,202,"Sucre, canne",,,,,,,20033000000.0,0.0,0.0,,1002000000.0,20033000000.0,,19031000000.0,
Afrique du Sud,202,Sésame,,,,,,,1000000.0,0.0,1000000.0,,,,,1000000.0,
Afrique du Sud,202,Thé,,,0.0,0.35,,0.1,18000000.0,8000000.0,26000000.0,18000000.0,,1000000.0,,,0.0
Afrique du Sud,202,Tomates,,,5.0,9.59,0.05,0.27,561000000.0,65000000.0,81000000.0,506000000.0,55000000.0,546000000.0,,,
Afrique du Sud,202,Vin,,,14.0,7.71,,0.0,546000000.0,605000000.0,3000000.0,407000000.0,,1098000000.0,,139000000.0,50000000.0
Afrique du Sud,202,"Épices, Autres",,,1.0,0.13,0.05,0.05,7000000.0,17000000.0,13000000.0,7000000.0,,,,,11000000.0
Albanie,3,"Agrumes, Autres",,,0.0,0.24,,0.0,1000000.0,0.0,1000000.0,1000000.0,,0.0,,,0.0
Albanie,3,"Alcool, non Comestible",,4000000.0,,,,,4000000.0,,4000000.0,,,,,,
Albanie,3,Aliments pour enfants,,,1.0,0.09,0.01,0.04,0.0,,0.0,0.0,,,,,
Albanie,3,Ananas,,,0.0,0.05,,,0.0,,0.0,0.0,,,,,
Albanie,3,Arachides Decortiquees,,,2.0,0.15,0.2,0.11,1000000.0,0.0,1000000.0,0.0,,,,0.0,0.0
Albanie,3,Avoine,25000000.0,,1.0,0.13,0.01,0.03,28000000.0,,1000000.0,0.0,1000000.0,27000000.0,1000000.0,,
Albanie,3,Bananes,,,10.0,6.24,0.05,0.12,20000000.0,0.0,20000000.0,20000000.0,,,,0.0,
Albanie,3,Bananes plantains,,,0.0,0.17,,,1000000.0,,1000000.0,1000000.0,,,,,
Albanie,3,Bière,,,36.0,26.98,,0.37,86000000.0,1000000.0,28000000.0,86000000.0,,58000000.0,,,
Albanie,3,Blé,18000000.0,130000000.0,1056.0,138.64,5.85,33.64,650000000.0,4000000.0,360000000.0,440000000.0,44000000.0,294000000.0,18000000.0,,0.0
Albanie,3,Boissons Alcooliques,,,21.0,2.65,,,8000000.0,1000000.0,1000000.0,8000000.0,,8000000.0,,,
Albanie,3,Boissons Fermentés,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Albanie,3,Café,,,3.0,2.48,,0.42,8000000.0,0.0,8000000.0,8000000.0,,,,,
Albanie,3,Citrons & Limes,,,1.0,1.55,0.01,0.03,5000000.0,0.0,2000000.0,5000000.0,,3000000.0,,,
Albanie,3,Coco (Incl Coprah),,,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Albanie,3,"Céréales, Autres",0.0,,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.0,,,,,0.0
Albanie,3,Dattes,,,16.0,3.8,0.04,0.16,12000000.0,0.0,0.0,12000000.0,,12000000.0,,,
Albanie,3,Edulcorants Autres,,0.0,16.0,29.19,,,93000000.0,3000000.0,96000000.0,93000000.0,,,,,0.0
Albanie,3,Feve de Cacao,,,13.0,0.72,1.17,0.16,2000000.0,0.0,2000000.0,2000000.0,,,,,
Albanie,3,"Fruits, Autres",,,63.0,44.48,0.43,0.92,148000000.0,2000000.0,17000000.0,141000000.0,7000000.0,134000000.0,,,0.0
Albanie,3,Graines Colza/Moutarde,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Albanie,3,Graines de coton,,,,,,,1000000.0,,0.0,,0.0,1000000.0,0.0,0.0,
Albanie,3,Graines de tournesol,,,,,,,2000000.0,0.0,0.0,,0.0,2000000.0,0.0,1000000.0,
Albanie,3,Haricots,1000000.0,,46.0,5.04,0.22,2.92,28000000.0,0.0,2000000.0,16000000.0,8000000.0,28000000.0,3000000.0,,-2000000.0
Albanie,3,Huil Plantes Oleif Autr,,1000000.0,26.0,1.12,2.97,0.02,4000000.0,0.0,4000000.0,4000000.0,,,,,0.0
Albanie,3,Huile Graines de Coton,,0.0,,,,,0.0,,0.0,,,0.0,,,
Albanie,3,Huile d'Arachide,,,0.0,0.01,0.02,,0.0,0.0,0.0,0.0,,0.0,,,
Albanie,3,Huile d'Olive,,0.0,14.0,0.57,1.55,,2000000.0,0.0,1000000.0,2000000.0,,1000000.0,,,0.0
Albanie,3,Huile de Coco,,0.0,,,,,0.0,,0.0,,,,,,
Albanie,3,Huile de Colza&Moutarde,,,1.0,0.03,0.07,,0.0,0.0,0.0,0.0,,,,,0.0
Albanie,3,Huile de Germe de Maïs,,,7.0,0.27,0.74,,1000000.0,0.0,1000000.0,1000000.0,,,,,
Albanie,3,Huile de Palme,,2000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,,,,0.0,0.0
Albanie,3,Huile de Palmistes,,0.0,,,,,0.0,,0.0,,,,,,0.0
Albanie,3,Huile de Soja,,,3.0,0.12,0.32,,0.0,0.0,0.0,0.0,,0.0,,,
Albanie,3,Huile de Sésame,,0.0,,,,,0.0,0.0,0.0,,,,,,0.0
Albanie,3,Huile de Tournesol,,13000000.0,121.0,4.99,13.66,0.0,29000000.0,1000000.0,29000000.0,16000000.0,,0.0,,,0.0
Albanie,3,"Légumes, Autres",70000000.0,,98.0,157.05,0.76,4.07,591000000.0,33000000.0,8000000.0,498000000.0,22000000.0,615000000.0,,,0.0
Albanie,3,Légumineuses Autres,1000000.0,,3.0,0.34,0.02,0.22,3000000.0,0.0,0.0,1000000.0,0.0,3000000.0,1000000.0,,0.0
Albanie,3,Manioc,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,
Albanie,3,Maïs,361000000.0,3000000.0,13.0,1.79,0.04,0.31,420000000.0,0.0,68000000.0,6000000.0,44000000.0,372000000.0,3000000.0,3000000.0,-20000000.0
Albanie,3,Miel,,,8.0,0.95,,0.01,3000000.0,0.0,0.0,3000000.0,,3000000.0,,,
Albanie,3,Millet,0.0,,,,,,0.0,,0.0,,,,,,
Albanie,3,Miscellanees,,,5.0,,0.06,0.13,,,,,,,,,
Albanie,3,Noix,,,27.0,4.21,2.07,0.61,14000000.0,4000000.0,3000000.0,13000000.0,0.0,13000000.0,,,2000000.0
Albanie,3,Oignons,,,25.0,29.69,0.16,0.89,94000000.0,1000000.0,5000000.0,94000000.0,,91000000.0,,,
Albanie,3,Olives,0.0,,69.0,23.0,6.99,0.69,82000000.0,2000000.0,2000000.0,73000000.0,2000000.0,92000000.0,,7000000.0,-10000000.0
Albanie,3,"Oranges, Mandarines",,,11.0,12.59,0.03,0.21,41000000.0,2000000.0,26000000.0,40000000.0,1000000.0,17000000.0,,,
Albanie,3,Orge,7000000.0,1000000.0,1.0,0.16,0.0,0.03,19000000.0,0.0,14000000.0,1000000.0,1000000.0,7000000.0,0.0,9000000.0,-2000000.0
Albanie,3,Palmistes,,0.0,,,,,0.0,0.0,0.0,,,,,,
Albanie,3,Pamplemousse,,,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Albanie,3,Patates douces,,,1.0,0.34,0.0,0.01,1000000.0,0.0,0.0,1000000.0,,,,,2000000.0
Albanie,3,Piments,,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Albanie,3,"Plantes Oleiferes, Autre",0.0,0.0,,,,,0.0,0.0,0.0,,,,,,0.0
Albanie,3,Pois,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Albanie,3,Poivre,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Albanie,3,Pommes,,,33.0,24.6,0.27,0.2,82000000.0,3000000.0,9000000.0,78000000.0,4000000.0,76000000.0,,,
Albanie,3,Pommes de Terre,75000000.0,5000000.0,77.0,41.26,0.11,1.89,262000000.0,2000000.0,27000000.0,131000000.0,23000000.0,237000000.0,29000000.0,,0.0
Albanie,3,Racines nda,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0
Albanie,3,Raisin,,,86.0,48.16,0.4,0.92,209000000.0,0.0,5000000.0,153000000.0,2000000.0,204000000.0,,54000000.0,0.0
Albanie,3,Riz (Eq Blanchi),0.0,0.0,68.0,7.78,0.16,1.34,25000000.0,0.0,25000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0
Albanie,3,Seigle,,,5.0,0.69,0.02,0.13,3000000.0,0.0,0.0,2000000.0,1000000.0,3000000.0,0.0,,0.0
Albanie,3,Soja,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Albanie,3,Sorgho,0.0,,,,,,0.0,,0.0,,0.0,0.0,0.0,,
Albanie,3,Sucre Eq Brut,,13000000.0,173.0,17.5,,,69000000.0,0.0,65000000.0,56000000.0,,4000000.0,,,0.0
Albanie,3,"Sucre, betterave",1000000.0,,,,,,40000000.0,0.0,,,,40000000.0,,39000000.0,0.0
Albanie,3,Sésame,,0.0,,,,,0.0,,0.0,,,,,,
Albanie,3,Thé,,,0.0,0.08,,0.01,0.0,0.0,0.0,0.0,,,,,
Albanie,3,Tomates,,,28.0,58.36,0.33,1.33,207000000.0,25000000.0,6000000.0,185000000.0,22000000.0,226000000.0,,0.0,
Albanie,3,Vin,,,15.0,7.97,,,25000000.0,0.0,2000000.0,25000000.0,,38000000.0,,,-15000000.0
Albanie,3,"Épices, Autres",,,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.0,,0.0,,,
Algérie,4,"Agrumes, Autres",,,0.0,0.23,0.0,0.0,9000000.0,0.0,9000000.0,9000000.0,,1000000.0,,,
Algérie,4,"Alcool, non Comestible",,3000000.0,,,,,3000000.0,0.0,3000000.0,,,,,,
Algérie,4,Aliments pour enfants,,,6.0,0.55,0.04,0.23,22000000.0,0.0,22000000.0,22000000.0,,,,,
Algérie,4,Ananas,,,0.0,0.26,0.0,0.0,10000000.0,0.0,10000000.0,10000000.0,0.0,,,,
Algérie,4,Arachides Decortiquees,,,5.0,0.28,0.38,0.21,55000000.0,,53000000.0,11000000.0,,2000000.0,0.0,44000000.0,0.0
Algérie,4,Avoine,107000000.0,,0.0,0.01,0.0,0.0,122000000.0,0.0,8000000.0,0.0,6000000.0,113000000.0,8000000.0,,0.0
Algérie,4,Bananes,,,10.0,6.3,0.02,0.17,274000000.0,0.0,274000000.0,247000000.0,27000000.0,0.0,,,
Algérie,4,Bananes plantains,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
Algérie,4,Bière,,,6.0,4.8,,0.07,188000000.0,0.0,23000000.0,188000000.0,,165000000.0,,,
Algérie,4,Blé,545000000.0,820000000.0,1424.0,185.42,5.34,42.97,9461000000.0,2000000.0,6343000000.0,7270000000.0,672000000.0,3299000000.0,153000000.0,0.0,-180000000.0
Algérie,4,Boissons Alcooliques,,,1.0,0.18,,,7000000.0,0.0,7000000.0,7000000.0,,0.0,,,0.0
Algérie,4,Boissons Fermentés,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0
Algérie,4,Café,,,4.0,3.3,,0.6,129000000.0,0.0,129000000.0,129000000.0,,,,,0.0
Algérie,4,Citrons & Limes,,,1.0,1.91,0.02,0.02,83000000.0,0.0,2000000.0,75000000.0,8000000.0,81000000.0,,,
